,VaR_full,VaR_diagonal,ES_full,ES_diagonal,diversif_benefit,sigma_full,sigma_diagonal
2011-08-03,9977.730723390616,9239.709230630391,11501.784890708026,10656.259851493336,-738.0214927602246,4497.508188511077,4180.263505978584
2011-08-04,9969.991976080597,9232.191517844924,11493.535073946476,10648.263266144248,-737.8004582356734,4496.000014397282,4178.850345395233
2011-08-05,10006.991504455913,9329.468748692945,11534.341841959455,10758.12805922421,-677.5227557629678,4507.235239373678,4215.996442578375
2011-08-08,10048.09542381783,9365.25854985356,11578.468721867519,10796.166742454232,-682.8368739642683,4516.156044225237,4222.632929482218
2011-08-09,10042.34243387919,9581.952534954577,11569.64433739599,11042.191964855465,-460.3898989246136,4507.09230990526,4309.189879206054
2011-08-10,10075.71383705857,9615.868316706405,11612.874573270834,11086.045875946184,-459.8455203521662,4536.185882645557,4338.5174576075515
2011-08-11,9997.197109533809,9673.460200828038,11527.13791390158,11156.24402379963,-323.7369087057705,4514.879748462519,4375.718743215509
2011-08-12,10010.918174084485,9781.895957687386,11541.060301263766,11278.677673657681,-229.02221639709933,4515.4738552946155,4417.026749015841
2011-08-15,10005.869136064031,9786.783486967031,11534.723921914238,11283.725266913954,-219.085649097,4511.674890472312,4417.499100367261
2011-08-16,10020.843886496748,9790.252361574481,11553.39472555477,11289.214196850548,-230.59152492226713,4522.582002518458,4423.460315905985
2011-08-17,10012.962556829332,9783.802654062523,11543.740718045963,11281.200348051223,-229.15990276680895,4517.3508018969715,4418.844509985968
2011-08-18,10000.563634420227,9767.742217897325,11530.82370768798,11264.088471293582,-232.82141652290193,4515.821916085423,4415.741692005053
2011-08-19,10025.270230697251,9856.119053180473,11557.202999290243,11363.412496701789,-169.15117751677826,4520.758066704913,4448.047024902311
2011-08-22,10033.947533414987,9874.984625239395,11566.517130053098,11384.39896616852,-158.96290817559202,4522.637356436882,4454.305827025731
2011-08-23,10043.75592901138,9883.638452968604,11578.78947695869,11395.348565632803,-160.11747604277662,4529.908516102227,4461.0806860818375
2011-08-24,10056.80961948816,9976.79092605857,11592.36604610485,11500.691468109946,-80.01869342959071,4531.451539406501,4497.054837897454
2011-08-25,10082.293764609776,10031.5541685125,11620.559375030572,11562.428820025416,-50.73959609727535,4539.44638408095,4517.635546302359
2011-08-26,10055.581074639169,10012.637280581568,11591.172700258021,11541.97351905426,-42.943794057600826,4531.555412224044,4513.095664850574
2011-08-29,10080.188308803983,10018.872128492681,11620.384737884873,11550.13696560346,-61.31618031130165,4545.144260784098,4518.786990233329
2011-08-30,10078.70548975895,10059.035810722678,11618.19377441294,11595.658921022312,-19.66967903627119,4543.054515270504,4534.599339990934
2011-08-31,10109.909437702556,10064.190724589691,11656.113957775773,11603.735650264667,-45.71871311286486,4562.874233258032,4543.221663828056
2011-09-01,10125.079010226416,10077.113377387182,11671.280223758467,11616.32770003769,-47.965632839233876,4562.864475602238,4542.24604902276
2011-09-02,10132.726742479004,10087.440312510918,11679.0400982808,11627.15704223124,-45.28642996808594,4563.195409231289,4543.72866030976
2011-09-06,10124.677719385218,10144.713291036385,11668.279811192459,11691.233854770086,20.03557165116763,4555.194425881605,4563.806883147666
2011-09-07,10142.9370509255,10159.156711028068,11687.145121297113,11705.727410402247,16.219660102568014,4556.982678303182,4563.9548342234375
2011-09-08,10154.142302174308,10219.784649095607,11699.319050207361,11774.523158081232,65.64234692129867,4559.8412615529,4588.058170835378
2011-09-09,10162.904636379915,10235.748067316199,11710.314642582427,11793.768776917432,72.84343093628377,4566.431642078466,4597.743997272255
2011-09-12,10234.014215571842,10290.362449400789,11786.829754401648,11851.385926661225,56.34823382894683,4582.383455193685,4606.605212591933
2011-09-13,10312.268737969642,10342.736670880955,11873.544736392718,11908.450766125374,30.467932911313255,4607.350406575914,4620.447301176802
2011-09-14,10300.857987680394,10329.070544865926,11862.926027339927,11895.248153124405,28.212557185532205,4609.687732914435,4621.815135484081
2011-09-15,10290.49155554602,10327.655476822494,11852.305623972681,11894.883010001291,37.163921276474866,4608.938259750042,4624.913480692351
2011-09-16,10281.11218351021,10356.3908587398,11839.205658632405,11925.44976595166,75.27867522959059,4597.958729486759,4630.317894712909
2011-09-19,10261.077899959184,10332.497484782318,11819.638217645886,11901.461102007192,71.41958482313385,4599.336389350587,4630.0366924394275
2011-09-20,10268.4721315512,10341.257598540644,11827.883947198528,11911.271674296204,72.7854669894441,4601.849173431711,4633.136612340414
2011-09-21,10262.156576811645,10339.05963434685,11821.51993861884,11909.625043112468,76.90305753520443,4601.706185375615,4634.763604858465
2011-09-22,10314.991753733619,10388.998475593393,11878.6018586335,11963.388734105929,74.00672185977419,4614.238392067121,4646.050797548519
2011-09-23,10454.611221640744,10478.95644908599,12034.448677402817,12062.340140716911,24.345227445246564,4662.125563629414,4672.590562315513
2011-09-26,10632.189123466334,10620.308871147914,12231.91985015744,12218.30906658819,-11.88025231842039,4720.83092385756,4715.724098497953
2011-09-27,10565.454228544088,10593.990643479274,12158.898463342237,12191.591621460004,28.536414935186258,4702.2793858795285,4714.546001398909
2011-09-28,10569.14371339112,10599.055750179232,12164.333579034657,12198.602738302185,29.912036788111436,4707.430770383836,4720.2887084084505
2011-09-29,10637.519403665503,10664.656685740803,12237.01312012396,12268.103341365462,27.13728207530039,4720.131502875715,4731.7966894877945
2011-09-30,10610.152746462163,10657.798925432076,12203.801086452102,12258.38762320904,47.64617896991331,4702.881703560273,4723.362810234638
2011-10-03,10625.891287389262,10689.36351714736,12220.203113325202,12292.920994961061,63.472229758097455,4704.839661183494,4732.123727537614
2011-10-04,10644.941953525318,10747.844860074993,12239.167112207673,12357.059321241193,102.9029065496743,4704.583904733998,4748.817575758844
2011-10-05,10648.409382650605,10776.441726525583,12242.975933354797,12389.658047138184,128.03234387497832,4705.59135804283,4760.627126899096
2011-10-06,10667.927839216914,10782.621531629995,12266.649768572206,12398.05026263174,114.6936924130805,4717.853946808021,4767.155985291998
2011-10-07,10670.261040558064,10789.294800262225,12269.873319112572,12406.246074281684,119.03375970416164,4720.481381514721,4771.649034053891
2011-10-10,10685.194717412338,10798.555666555534,12284.892710947423,12414.766328328451,113.3609491431962,4720.734327791368,4769.463475485986
2011-10-11,10710.681437254845,10819.129574562912,12318.116736290896,12442.361919459234,108.44813730806709,4743.567239897672,4790.184574526863
2011-10-12,10707.054977086395,10819.924602541347,12315.317606471566,12444.628331735163,112.86962545495226,4746.0087049712665,4794.526653088329
2011-10-13,10701.270143662134,10823.940326120577,12307.926473341684,12448.46534903991,122.67018245844338,4741.268488885674,4793.999288018207
2011-10-14,10686.185109768989,10816.211504891056,12292.072740451234,12441.039367999369,130.0263951220677,4739.000045867688,4794.8929742525615
2011-10-17,10681.973997184115,10814.270769161982,12288.552482611043,12440.120200369778,132.29677197786623,4741.0387692529275,4797.907638029663
2011-10-18,10690.408672876438,10837.108248324223,12296.88459267308,12464.953091355088,146.6995754477848,4740.736096439868,4803.796130188375
2011-10-19,10659.568216451578,10832.809476627805,12263.473745673642,12461.950110848682,173.2412601762262,4733.150832802435,4807.620030685255
2011-10-20,10608.77161506425,10816.510201706002,12206.700085923456,12444.698814063122,207.73858664175168,4715.512438113696,4804.810598960514
2011-10-21,10617.147146155437,10825.26231600402,12215.571665214919,12454.001831373458,208.1151698485828,4716.976284275119,4806.436322548367
2011-10-24,10570.741057855086,10790.142339544143,12166.978552268227,12418.338816330568,219.4012816890572,4710.522339614676,4804.833807016995
2011-10-25,10542.549276956708,10779.955730565434,12133.375086153024,12405.363236859299,237.40645360872622,4694.552370109486,4796.603510550642
2011-10-26,10496.813192466556,10760.59490093544,12084.840407783597,12387.04575218775,263.781708468885,4686.293674875241,4799.682438186335
2011-10-27,10492.873579893492,10765.779760425847,12079.679486916586,12392.338415227117,272.9061805323545,4682.689574594218,4800.000568181054
2011-10-28,10505.064723939682,10787.30349322908,12094.454379652425,12417.80532378117,282.23876928939717,4690.314258242574,4811.636942798411
2011-10-31,10513.820687707585,10792.01412696917,12105.375131468329,12424.091484512726,278.1934392615858,4696.702582346179,4816.286348113062
2011-11-01,10553.391814434584,10834.96660610261,12147.437148632722,12470.02739715862,281.5747916680248,4704.05323980908,4825.090508056899
2011-11-02,10617.936850185688,10896.825350461486,12218.182505660177,12537.69516544776,278.8885002757979,4722.350486921289,4842.233030451364
2011-11-03,10587.964833940197,10909.93715724583,12181.53394335633,12550.406210572923,321.972323305632,4702.647892871571,4841.05037639454
2011-11-04,10600.904641603529,10911.885497135192,12198.534031631354,12554.813764197155,310.9808555316631,4714.629845803653,4848.307555402386
2011-11-07,10600.107835493982,10922.013186161525,12196.40408146925,12565.199620510579,321.90535066754273,4710.695716412843,4849.0694111897965
2011-11-08,10559.574712543508,10898.308234397828,12154.297815021964,12542.372792727601,338.7335218543194,4706.053344828981,4851.660769081462
2011-11-09,10557.732867846265,10912.951553561415,12150.300218534967,12557.26166358149,355.21868571515006,4699.69168686778,4852.385396041266
2011-11-10,10579.732760265571,10983.407628380719,12170.096742792406,12632.57271678675,403.67486811514755,4693.189512231987,4866.712514797364
2011-11-11,10608.775237851583,11011.336329141643,12201.761250371575,12662.961209774277,402.56109129005927,4700.927164618392,4873.971400943554
2011-11-14,10630.749855514068,11013.266773379963,12229.266924736026,12667.502985814968,382.51691786589436,4717.249401282714,4881.6774827980835
2011-11-15,10614.264655582843,11007.92323314961,12211.783531034647,12662.784196326214,393.6585775667663,4714.303715524777,4883.521132214476
2011-11-16,10619.322630772534,11014.16876982481,12217.150377522532,12669.511589873306,394.84613905227525,4715.215199658748,4884.943099539188
2011-11-17,10658.950026922428,11049.606785296417,12258.080334101114,12705.641921648219,390.65675837398885,4719.05907628708,4886.986136007267
2011-11-18,10749.631313361164,11106.548865352635,12357.910027941563,12766.817803805005,356.91755199147156,4746.056172639283,4899.480153624341
2011-11-21,10733.828767536968,11113.115794321067,12337.304612592925,12771.84030205616,379.287026784099,4731.8828279657455,4894.922513911461
2011-11-22,10762.485378931298,11136.103583239092,12369.271404326544,12797.312525008787,373.61820430779335,4741.651223014067,4902.254118426618
2011-11-23,10762.176448599383,11142.268388302089,12368.446943857134,12803.904793492864,380.09193970270644,4740.1298853447615,4903.515569809266
2011-11-25,10778.750488235499,11168.52997203319,12384.222854871769,12830.779380062557,389.7794837976908,4737.774595035809,4905.324550976255
2011-11-28,10802.057476233413,11181.108854386637,12408.745472836263,12843.011188023926,379.0513781532245,4741.3619384820795,4904.300328902088
2011-11-29,10825.102363021439,11180.394540152138,12439.79075385074,12846.836395404578,355.2921771306992,4764.971229619101,4917.696529689361
2011-11-30,10686.38202370891,11086.283348430556,12285.303926561399,12743.456685775323,399.90132472164623,4718.444071792032,4890.344985315779
2011-12-01,10741.72188686186,11113.873085779593,12353.059735415896,12779.420160072175,372.1511989177325,4755.083725853091,4915.056016786222
2011-12-02,10676.750684283783,11076.762370468172,12281.702721755288,12739.981918181447,400.01168618438896,4736.239095360382,4908.187448677624
2011-12-05,10675.964652349981,11075.125038272055,12281.007581887821,12738.311473807622,399.16038592207406,4736.507319299778,4908.089734112373
2011-12-06,10683.541885847711,11089.55919674514,12288.988919744786,12754.148547324798,406.0173108974286,4737.699837717852,4912.229758813522
2011-12-07,10655.79444525254,11070.258137159,12258.823905046245,12733.66025167027,414.46369190645964,4730.565537927591,4908.726206214291
2011-12-08,10655.577489222793,11069.492105670102,12258.543502047734,12732.750792399436,413.9146164473095,4730.378304909457,4908.302948539107
2011-12-09,10705.312217639428,11106.660331893167,12313.911870068296,12773.722164716972,401.34811425373846,4747.00326535583,4919.526093404157
2011-12-12,10705.024770692495,11115.210456538633,12313.233625248873,12783.168812113465,410.18568584613786,4745.850014592657,4922.171746360852
2011-12-13,10643.096446726518,11078.159169550207,12243.621630076053,12742.057555567264,435.0627228236881,4723.175378144904,4910.190711353857
2011-12-14,10723.355793376008,11124.881674257866,12331.366971516492,12791.380927083834,401.52588088185803,4745.266668332253,4917.865910845546
2011-12-15,10813.470504800502,11169.652334075425,12432.367253809762,12840.432138260334,356.1818292749231,4777.390161820093,4930.49788627071
2011-12-16,10806.356822667962,11164.091327859176,12424.738639595676,12834.582369754522,357.73450519121434,4775.870589023442,4929.645744142369
2011-12-19,10817.229590081051,11164.580722265011,12438.47436851003,12836.42223661707,347.35113218395963,4784.319234138189,4933.631009930609
2011-12-20,10823.345753132116,11174.80424206969,12443.260282307283,12845.913803317711,351.45848893757284,4780.393647344708,4931.471004630527
2011-12-21,10835.871156271203,11191.500792421284,12459.977541465114,12867.409797844393,355.62963615008084,4792.763881404398,4945.634241043413
2011-12-22,10823.464025372388,11180.927509865838,12447.00104248615,12856.534273847394,357.46348449344987,4791.083667106465,4944.742321722269
2011-12-23,10821.39495204959,11182.78362896726,12444.841852063651,12858.872037119294,361.3886769176697,4790.817730105985,4946.163661361718
2011-12-27,10807.406906529306,11171.79002617345,12430.25370074421,12847.71451258859,364.38311964414424,4789.046808308348,4945.679925698145
2011-12-28,10778.28943307699,11177.598467714386,12393.1215160149,12850.595709493782,399.3090346373956,4765.395267326519,4937.041580026864
2011-12-29,10825.548673913638,11219.277860712293,12444.882190436741,12895.963750220068,393.72918679865506,4778.679069729085,4947.926838384919
2011-12-30,10829.922770244988,11228.356729629848,12448.445971858691,12904.917622668458,398.4339593848599,4776.287817489859,4947.557971808088
2012-01-03,10820.94093679755,11220.058089523049,12439.591122026352,12896.845483206747,399.1171527254992,4776.662548166067,4948.226378829206
2012-01-04,10837.319397686832,11235.865156370304,12459.630461242556,12916.230196542097,398.54575868347274,4787.465858576921,4958.784070754365
2012-01-05,10832.59385680511,11238.057858514754,12453.49731464902,12918.023035524026,405.46400170964444,4783.311991640406,4957.604068175528
2012-01-06,10797.609927782025,11210.783298654398,12415.296412459333,12888.654484055261,413.1733708723732,4773.818652447299,4951.424665495853
2012-01-09,10811.278139902359,11224.29922865839,12428.829053401581,12902.012660779796,413.02108875603153,4773.418579735556,4950.959133048685
2012-01-10,10823.803279234346,11236.864483249541,12441.645144906946,12914.87471091429,413.0612040151955,4774.277184246002,4951.834981437233
2012-01-11,10798.277416648823,11209.75210199657,12416.23181606051,12887.643763920323,411.47468534774634,4774.6092731073295,4951.485092041932
2012-01-12,10798.265140841355,11202.708458521149,12416.444706295373,12879.801065691301,404.44331767979384,4775.273741694392,4949.127068702308
2012-01-13,10718.065047166161,11156.31589366517,12327.822379857316,12829.910825528548,438.25084649900964,4750.419598299212,4938.805373010443
2012-01-17,10669.993625027691,11126.97798024743,12275.010094911253,12798.560856857968,456.98435521973806,4736.429236437412,4932.8677658246625
2012-01-18,10643.027183071054,11095.49908587212,12246.632887137004,12765.013892449691,452.4719028010659,4732.2660439782185,4926.76485812811
2012-01-19,10646.65525151142,11093.212383413053,12251.844297565915,12763.448959715497,446.5571319016326,4736.938511474059,4928.894812113639
2012-01-20,10639.224105793557,11090.479655298283,12244.245139056811,12761.23261155416,451.2555495047254,4736.442703043768,4930.41865760335
2012-01-23,10626.653086478493,11077.23306467677,12231.594483732812,12747.807978153665,450.5799781982769,4736.207695909524,4929.893250519043
2012-01-24,10611.004550409727,11068.654483937617,12214.580445407799,12738.89373680741,457.6499335278895,4732.178076942824,4928.902710706629
2012-01-25,10586.228010192432,11055.986742418521,12187.879618437102,12726.06553088444,469.7587322260897,4726.499476000646,4928.429177688005
2012-01-26,10590.732680327994,11055.963031159305,12193.217408155377,12726.215314705922,465.2303508313107,4728.95802519503,4928.941164442047
2012-01-27,10584.118887954983,11060.36844652036,12184.617265928924,12730.23948781833,476.2495585653778,4723.096275053416,4927.816112477446
2012-01-30,10558.520572269845,11044.613708062358,12157.525273598916,12714.42493266682,486.09313579251284,4718.688411418807,4927.6395924595745
2012-01-31,10335.614073075669,10922.915940205965,11907.848135872064,12580.69904754265,587.3018671302962,4639.687829553463,4892.144426300604
2012-02-01,10334.874086575739,10923.150488549114,11907.166771459208,12581.13417312296,588.276401973375,4639.8608242686705,4892.7363329309
2012-02-02,10315.694821185976,10913.805982681213,11886.509427567475,12571.744164277652,598.111161495237,4635.498991002884,4892.602052917836
2012-02-03,10306.14076441278,10910.23960221057,11874.79144643002,12566.886051436964,604.0988377977901,4629.1132156437925,4888.790130063508
2012-02-06,10316.354985687953,10933.616336304136,11885.977550293039,12593.151979229384,617.2613506161833,4631.981256682522,4897.3161868123
2012-02-07,10314.838891321491,10932.949437546991,11882.467571961299,12590.614894177734,618.1105462255,4626.097273256549,4891.797237188362
2012-02-08,10309.93503055203,10933.092457350878,11877.823089321788,12591.752443547524,623.157426798849,4626.862702260577,4894.732109821034
2012-02-09,10249.28824976115,10934.924502630629,11804.87076864505,12590.37989714793,685.636252869479,4590.548857524916,4885.275308594564
2012-02-10,10234.762879402642,10923.561494415188,11789.088757914682,12578.2208925241,688.7986150125453,4586.840491717679,4882.926310480506
2012-02-13,10237.230963658823,10923.204928128209,11791.696900617491,12577.59293331836,685.9739644693855,4587.253806430563,4882.125425642807
2012-02-14,10237.683859007737,10921.951625490012,11791.960259381302,12575.90156158433,684.267766482275,4586.6944809408205,4880.832676744576
2012-02-15,10240.214992034062,10924.069783675552,11794.676588400454,12578.144759980765,683.85479164149,4587.240997273435,4881.201672403953
2012-02-16,10212.644372227225,10903.538578665606,11764.653996703306,12556.186976057612,690.8942064383809,4580.005189064537,4876.991815247106
2012-02-17,10215.153795466285,10908.3205714416,11767.095125298387,12561.23170694027,693.1667759753145,4579.803650479412,4877.767159596082
2012-02-21,10216.526049415474,10911.542170346764,11768.11299562572,12564.368306168812,695.0161209312901,4578.757858751439,4877.516324192832
2012-02-22,10215.086980912607,10922.202884074693,11766.271490150257,12576.389091894274,707.1159031620864,4577.570260817965,4881.52991837934
2012-02-23,10215.586913041052,10918.47191636919,11767.460402381766,12572.730812298572,702.8850033281378,4579.603452105847,4881.744422152272
2012-02-24,10210.822252598733,10920.225572230784,11760.922379258855,12573.660592894856,709.4033196320506,4574.370230512942,4879.313153086178
2012-02-27,10210.899910682045,10923.843917973374,11760.714754787206,12577.509408650661,712.9440072913294,4573.528357136992,4879.99327377603
2012-02-28,10197.387638614126,10911.713849973954,11746.684222745202,12565.062418769267,714.3262113598284,4571.998963676305,4879.058032240738
2012-02-29,10197.110733206659,10910.041948849022,11746.126191308826,12562.90619023391,712.9312156423639,4571.169356275115,4877.628774317358
2012-03-01,10323.640434407907,11022.918992443803,11887.78757817965,12688.926211682003,699.2785580358959,4615.82320235506,4916.413911869737
2012-03-02,10322.742957423783,11031.746877552732,11886.919683690443,12699.200319486456,709.0039201289492,4615.9105007700255,4920.68173814194
2012-03-05,10318.302347779136,11024.634723062325,11882.230655558098,12691.450597210875,706.3323752831893,4615.177413845325,4918.800265425256
2012-03-06,10346.778059023745,11042.551747314312,11912.808180444254,12709.93140903234,695.7736882905665,4621.379899469712,4920.464011547075
2012-03-07,10383.571213463427,11071.5749099207,11952.971269406968,12741.192694031362,688.0036964572737,4631.324630068598,4927.068746472916
2012-03-08,10380.231839726248,11071.0495713831,11949.557992030463,12741.0033569409,690.8177316568526,4631.106539248631,4928.060292109723
2012-03-09,10358.595746365858,11073.276753674058,11923.395277378135,12742.17995053207,714.6810073081997,4617.748407521196,4924.959988077636
2012-03-12,10357.554056912606,11063.56876180934,11923.83367471397,12732.689672675944,706.0147048967337,4622.116167274336,4925.602465594112
2012-03-13,10376.96178074062,11072.843016053144,11945.046595224805,12742.293036620176,695.881235312525,4627.443331516247,4926.573673576305
2012-03-14,10330.318683040528,11065.847405055747,11893.645598863508,12736.31475907928,735.5287220152186,4613.402696578353,4929.575840854327
2012-03-15,10395.882593964896,11099.751241275446,11965.685165083263,12772.08250101098,703.8686473105499,4632.512458778107,4935.076256378996
2012-03-16,10394.53343285536,11095.959714218749,11964.693169411184,12768.29237332851,701.4262813633886,4633.566459688353,4935.080385954685
2012-03-19,10304.696776238163,11052.744582055424,11865.462411779417,12722.474242129449,748.0478058172612,4605.844317560626,4927.398894227576
2012-03-20,10300.211276729982,11050.117821994625,11861.02731057307,12720.168632759793,749.9065452646428,4605.99304375425,4928.346615046261
2012-03-21,10300.566755851709,11061.229360035402,11858.971136407265,12730.435293672019,760.6626041836935,4598.876216386088,4925.853369146321
2012-03-22,10301.179856545205,11063.57832848395,11859.160125339387,12732.613004702429,762.3984719387463,4597.624655804767,4925.347985770233
2012-03-23,10303.273252225426,11064.474984732233,11861.438375934307,12733.520193390548,761.2017325068064,4598.170165610364,4925.379067168413
2012-03-26,10304.905836135089,11063.26354916322,11863.590205353119,12732.413730598602,758.3577130281319,4599.702467400767,4925.68884351006
2012-03-27,10322.432997345359,11065.126284610214,11884.689551710122,12735.566900133257,742.6932872648558,4610.244042820349,4929.496935112337
2012-03-28,10323.56691274729,11065.224952454953,11885.806026427445,12735.497328454938,741.6580397076632,4610.192575081522,4929.000457592838
2012-03-29,10347.717118434506,11078.589326027248,11912.032683760575,12749.367040615887,730.8722075927417,4616.32021705175,4930.491719838745
2012-03-30,10350.07779185788,11076.55890326739,11914.103501238165,12746.407134992665,726.48111140951,4615.464847526429,4927.748801064135
2012-04-02,10350.499470734092,11078.659962832116,11914.496236712248,12748.72387733707,728.1604920980244,4615.379435084498,4928.385284391644
2012-04-03,10343.305260267622,11079.195650659123,11905.615589611281,12748.699100453745,735.8903903915016,4610.402733641915,4926.7313440802445
2012-04-04,10397.626512162753,11109.209373434445,11965.083334143794,12780.318571306081,711.5828612716923,4625.590115609758,4931.469932301008
2012-04-05,10443.907881137167,11138.962667815373,12015.870930124976,12812.170538642447,695.0547866782053,4638.88806347595,4937.663149710539
2012-04-09,10443.526109826369,11142.571310274227,12014.681745705237,12815.55302969851,699.0452004478575,4636.505374496217,4936.995773309023
2012-04-10,10442.04538018667,11146.37474461397,12013.326014943712,12820.251178125825,704.3293644272999,4636.874248182079,4939.636088870973
2012-04-11,10377.67990177705,11116.002031805247,11942.325107987941,12788.19457665392,738.3221300281966,4617.292992567573,4934.666906532443
2012-04-12,10376.620039709558,11116.96188009121,11941.243741239246,12789.427120397751,740.3418403816522,4617.229531909891,4935.471635183847
2012-04-13,10383.838699537642,11113.910288038263,11950.703536532403,12787.120652499876,730.0715885006211,4623.84315846062,4937.670508465885
2012-04-16,10397.996124760448,11131.288275012508,11965.629835790347,12805.73663509075,733.2921502520603,4626.112118018052,4941.323853302655
2012-04-17,10399.303979723503,11131.566819398577,11967.060692595262,12805.988247287603,732.2628396750733,4626.475098417847,4941.244375982144
2012-04-18,10394.504887152012,11134.61726252999,11961.08472526424,12809.005214509465,740.1123753779775,4623.002122206535,4941.145588038415
2012-04-19,10395.376323375625,11135.65776568733,11962.018303705863,12810.132486938557,740.2814423117052,4623.18550488436,4941.401645545148
2012-04-20,10383.18531220058,11096.158753415819,11948.757253105248,12765.58562837101,712.9734412152393,4620.027801449844,4926.505370506106
2012-04-23,10382.62104849662,11092.461774770112,11948.224243356028,12761.463578261919,709.8407262734927,4620.12003236944,4925.250977828817
2012-04-24,10386.967220765626,11102.283695864622,11951.569630221738,12771.082336277159,715.3164750989963,4617.166698660713,4924.651440337159
2012-04-25,10388.374995501645,11092.12046114399,11953.01126399561,12759.267475056557,703.7454656423452,4617.266617222178,4919.777464157528
2012-04-26,10390.30936831502,11085.174398269124,11956.086670841605,12752.168881812851,694.8650299541041,4620.63382687596,4919.327344603011
2012-04-27,10309.755447002623,11026.547459847423,11868.478987537595,12689.682164836226,716.7920128448004,4599.81806258267,4907.937076442682
2012-04-30,10297.376102991615,11014.620302530971,11855.276663909355,12676.997895460334,717.2441995393565,4597.389436588364,4905.702826663389
2012-05-01,10288.551136897642,10941.13801530029,11846.049098470216,12593.69473123996,652.5868784026479,4596.201359490836,4876.721261817013
2012-05-02,10279.066906355114,10926.99930688348,11835.958612816032,12578.271775426327,647.9324005283652,4594.412290973808,4872.931427238203
2012-05-03,10271.138337819946,10889.018593962788,11824.183420655478,12532.066907694916,617.880256142842,4583.060843220642,4848.661815043309
2012-05-04,10308.140432498247,10890.794837537034,11863.849100406493,12531.375579651032,582.6544050387874,4590.921125310495,4841.379971788482
2012-05-07,10315.76754684906,10906.49032306588,11870.64102114531,12547.411146982295,590.7227762168204,4588.456455622572,4842.383558618884
2012-05-08,10300.18710138696,10900.07709509696,11853.39297939001,12540.66566105558,599.8899937099995,4583.535352328056,4841.403060078917
2012-05-09,10273.725147735813,10889.32491200854,11824.071369940044,12529.342178355859,615.599764272727,4575.096462394014,4839.71714580171
2012-05-10,10292.244197574944,10898.11769970523,11844.368611141346,12538.496386108849,605.8735021302855,4580.343933503377,4840.783702160113
2012-05-11,10263.535622386056,10871.884238112196,11812.993163474976,12509.95658827209,608.3486157261395,4572.473950229554,4833.977667070254
2012-05-14,10258.799985179452,10843.93834527096,11807.852509972647,12478.224768390237,585.1383600915087,4571.278740672334,4822.805335908123
2012-05-15,10248.159183743257,10801.742564136985,11796.001777654514,12430.222615404666,553.5833803937276,4567.7082153158535,4805.670639840161
2012-05-16,10276.331484004964,10818.068176931529,11825.509041698044,12446.157549938149,541.7366929265645,4571.647714756797,4804.5177420522305
2012-05-17,10270.461403301544,10798.392126093087,11819.066615627275,12423.89811372022,527.9307227915433,4569.958714436791,4796.894130537967
2012-05-18,10270.49192887497,10818.36758404196,11819.243544883593,12446.925244351856,547.8756551669903,4570.390754043227,4805.899665363242
2012-05-21,10257.959614376416,10808.526521900636,11805.7865905793,12436.551562387469,550.5669075242204,4567.662127209019,4804.327895758884
2012-05-22,10233.0877366984,10786.21915982385,11775.938346446197,12409.641392789546,553.1314231254491,4552.976790322215,4790.744937252306
2012-05-23,10235.560523898606,10789.754988695606,11778.64689545731,12413.567830926984,554.1944647969995,4553.67252719157,4791.897631433771
2012-05-24,10235.32594138621,10782.319832790428,11778.39105398106,12405.06254799134,546.9938914042177,4553.609791649707,4788.739669475802
2012-05-25,10243.543988233096,10778.74958175841,11785.682125809699,12398.848185189534,535.2055935253138,4550.874273566089,4780.936853413903
2012-05-29,10218.432192552918,10759.88479409424,11758.73107890493,12379.054113724538,541.4526015413212,4545.446613827529,4778.194522076016
2012-05-30,10178.780934794646,10699.034815761632,11715.111573810425,12311.14798659972,520.2538809669859,4533.736252561205,4757.371714296045
2012-05-31,10183.385911458743,10697.945972725398,11719.68637228872,12309.19957786436,514.5600612666549,4533.647196252918,4754.83512218975
2012-06-01,10193.464246717649,10704.341695115414,11730.053234709882,12315.347401380932,510.87744839776497,4534.498644516822,4754.103568655007
2012-06-04,10188.560216572492,10754.806001445164,11726.426331767678,12375.15403706659,566.2457848726717,4538.26746728981,4781.672931791174
2012-06-05,10192.905844281488,10730.28464529183,11729.941772234157,12345.597598324077,537.3788010103417,4535.817571478178,4766.814322654915
2012-06-06,10189.150315966308,10735.18018016241,11725.011241057871,12350.578283299546,546.0298641961017,4532.350119269015,4767.065601974382
2012-06-07,10188.114874407795,10743.946599980554,11724.525675957977,12361.322363008341,555.8317255727598,4533.972813480507,4772.90170789701
2012-06-08,10166.032838417672,10757.578786197464,11695.975897383407,12373.68910167392,591.5459477797922,4514.886401817112,4769.167351962493
2012-06-11,10160.827486321286,10751.285314341048,11690.99650924326,12367.463093331251,590.457828019762,4515.553225060853,4769.366437869024
2012-06-12,10155.436113336365,10764.406844627154,11682.994463399215,12380.670623926057,608.9707312907885,4507.849087758373,4769.6202261535145
2012-06-13,10158.13239320362,10777.994766750093,11685.519798912519,12395.674127535669,619.8623735464735,4507.344628239705,4773.797629729022
2012-06-14,10109.443290065396,10748.66116049363,11632.29519089589,12364.624425562442,639.2178704282342,4493.960280906716,4768.733403860989
2012-06-15,10104.971250072,10729.738253718011,11628.819604654955,12344.592993966617,624.7670036460113,4496.900831844652,4765.462129412242
