,VaR_MC_GARCH_COPULA
2015-07-07,15588.278640755987
2015-07-08,14096.19508918633
2015-07-09,13847.390412172188
2015-07-10,15620.509239130495
2015-07-13,16404.820461579526
2015-07-14,16668.265604015596
2015-07-15,16998.359482913824
2015-07-16,19828.534091327238
2015-07-17,18938.079406857625
2015-07-20,15620.14186182581
2015-07-21,14642.234913592296
2015-07-22,14945.959440831464
2015-07-23,14348.303306154708
2015-07-24,14049.641448377519
2015-07-27,13742.38507689727
2015-07-28,13512.220747360498
2015-07-29,13850.394105804671
2015-07-30,14621.413051991774
2015-07-31,14552.682483358805
2015-08-03,14118.124709969967
2015-08-04,13563.97125798649
2015-08-05,13769.420552937834
2015-08-06,12990.07000444975
2015-08-07,12715.822047525753
2015-08-10,12885.96992817071
2015-08-11,13280.735061493137
2015-08-12,12605.261586164917
2015-08-13,12406.699614927893
2015-08-14,12706.604892864887
2015-08-17,12694.91185431039
2015-08-18,12761.176664312878
2015-08-19,11763.758723083707
2015-08-20,11244.75172105054
2015-08-21,10960.919272915082
2015-08-24,11057.98969313692
2015-08-25,10650.86616405941
2015-08-26,11532.877451911027
2015-08-27,10951.355948004351
2015-08-28,11670.591141340265
2015-08-31,11854.911484899783
2015-09-01,10987.928477689928
2015-09-02,11624.034527934557
2015-09-03,11226.587636077666
2015-09-04,10571.988286374488
2015-09-08,11867.505609344886
2015-09-09,12494.202091674772
2015-09-10,12801.69422685598
2015-09-11,12360.349034312663
2015-09-14,11761.161965158411
2015-09-15,11761.477512307743
2015-09-16,12495.435746031624
2015-09-17,12328.939020477075
2015-09-18,11105.528073600763
2015-09-21,11279.268297883618
2015-09-22,10163.725327067797
2015-09-23,11151.287222273364
2015-09-24,11207.052678074066
2015-09-25,10744.98103739421
2015-09-28,10407.89021251943
2015-09-29,10932.801916745306
2015-09-30,11910.153420340075
2015-10-01,11377.581655819737
2015-10-02,12213.906916713988
2015-10-05,13932.59921487421
2015-10-06,13715.705784538119
2015-10-07,15554.542338269855
2015-10-08,17163.857096431628
2015-10-09,17791.370168478585
2015-10-12,17235.158192661067
2015-10-13,11660.324645837749
2015-10-14,11286.778515704198
2015-10-15,11675.527704847658
2015-10-16,13128.728094389233
2015-10-19,13167.030695799505
2015-10-20,12635.065718869482
2015-10-21,11907.248842618737
2015-10-22,13472.136536746157
2015-10-23,15234.397362523207
2015-10-26,14337.365722917391
2015-10-27,13858.693854793732
2015-10-28,14883.229734289727
2015-10-29,15051.28101542608
2015-10-30,13010.699038593362
2015-11-02,14323.672100435846
2015-11-03,15086.187360743357
2015-11-04,14668.502664291913
2015-11-05,13753.429041490488
2015-11-06,13850.800807341662
2015-11-09,11814.869814215448
2015-11-10,13037.893062520112
2015-11-11,12073.451670439672
2015-11-12,10708.143866525777
2015-11-13,10269.261275717668
2015-11-16,13201.559137234606
2015-11-17,13037.034902898265
2015-11-18,15548.516859352623
2015-11-19,17233.08755339347
2015-11-20,17065.59048815177
2015-11-23,15419.124944526586
2015-11-24,9576.60632581884
2015-11-25,9128.731703367881
2015-11-27,8737.090572982139
2015-11-30,9561.304279567501
2015-12-01,9795.07069928609
2015-12-02,8908.83498242832
2015-12-03,8358.277928601457
2015-12-04,10082.629025757147
2015-12-07,11969.200084208782
2015-12-08,12521.641128587997
2015-12-09,11986.795019491286
2015-12-10,11871.229999253015
2015-12-11,12171.668088301236
2015-12-14,11626.373163343505
2015-12-15,11610.747178593674
2015-12-16,12326.812083295184
2015-12-17,11759.167464100894
2015-12-18,12550.076476798587
2015-12-21,12248.121766077751
2015-12-22,12624.515711450806
2015-12-23,11812.323758601455
2015-12-24,11383.31302589875
2015-12-28,11331.489924961512
2015-12-29,11534.201238134117
2015-12-30,11421.397935935336
2015-12-31,11078.52936384242
2016-01-04,10408.62446649283
2016-01-05,10352.547722737645
2016-01-06,9800.681275442215
2016-01-07,9175.462452705797
2016-01-08,11700.01635511148
2016-01-11,11268.185987747742
2016-01-12,11290.273068580787
2016-01-13,10565.752091230159
2016-01-14,11682.60825412038
2016-01-15,10714.076620158881
2016-01-19,10661.054228416171
2016-01-20,10162.663531990253
2016-01-21,9855.039819322115
2016-01-22,10362.583967237919
2016-01-25,9318.161557700101
2016-01-26,10061.48343879184
2016-01-27,9670.037175601652
2016-01-28,10197.837454975575
2016-01-29,11620.010502610425
2016-02-01,11258.807320099875
2016-02-02,9385.2168102546
2016-02-03,10111.584217164085
2016-02-04,10575.086859192901
2016-02-05,10185.06406793308
2016-02-08,9894.408668448927
2016-02-09,9692.102708682683
2016-02-10,10249.627100207033
2016-02-11,9769.25480581477
2016-02-12,9372.7717505624
2016-02-16,10785.243594004532
2016-02-17,12731.49378308849
2016-02-18,11623.4517783705
2016-02-19,11569.759875180984
2016-02-22,13187.541149374534
2016-02-23,10305.663034007168
2016-02-24,10586.619494926133
2016-02-25,11336.900387142347
2016-02-26,10857.63695235802
2016-02-29,9809.598902288431
2016-03-01,11389.343577670432
2016-03-02,13074.908500595857
2016-03-03,13272.950551288257
2016-03-04,14045.838029287426
2016-03-07,13357.9102323694
2016-03-08,11912.09316950756
2016-03-09,13768.950033277419
2016-03-10,13356.116095365438
2016-03-11,15084.43304784188
2016-03-14,16974.066441416053
2016-03-15,16697.862649854535
2016-03-16,16393.64139773843
2016-03-17,17875.0274683196
2016-03-18,17365.94885465651
2016-03-21,16036.834130259367
2016-03-22,16084.67326583541
2016-03-23,14907.601927171976
2016-03-24,17344.141172734
2016-03-28,17175.15238606201
2016-03-29,16748.488880760913
2016-03-30,17056.799774683095
2016-03-31,16458.657225050938
2016-04-01,15731.37969372274
2016-04-04,16044.291565287174
2016-04-05,15876.11532730184
2016-04-06,9765.168369465042
2016-04-07,9312.924999587836
2016-04-08,9221.21912031624
2016-04-11,8604.766991488557
2016-04-12,9343.417690440581
2016-04-13,10828.84323077481
2016-04-14,10695.546267249058
2016-04-15,10573.492850692826
2016-04-18,10977.291101105353
2016-04-19,11581.021062856098
2016-04-20,11533.095618503397
2016-04-21,11367.253268472798
2016-04-22,11088.600584093909
2016-04-25,10471.399295760102
2016-04-26,10593.988724925044
2016-04-27,11162.733603481744
2016-04-28,10405.47084928985
2016-04-29,9543.356897204505
2016-05-02,9987.870723429229
2016-05-03,10435.992073101104
2016-05-04,10062.142699983244
2016-05-05,10479.475229399623
2016-05-06,10412.71194708399
2016-05-09,10411.479449769116
2016-05-10,11881.773081806592
2016-05-11,11095.124941406399
2016-05-12,11077.537840135445
2016-05-13,9791.077832223402
2016-05-16,11024.753390293452
2016-05-17,8716.131365191875
2016-05-18,10649.170034464058
2016-05-19,9759.801903664318
2016-05-20,10398.534071925948
2016-05-23,9887.499668662964
2016-05-24,10514.459349447556
2016-05-25,11026.639610935832
2016-05-26,10689.68706071674
2016-05-27,11084.010997362224
2016-05-31,10429.342752908009
2016-06-01,9996.504213470154
2016-06-02,10465.376999836375
2016-06-03,9998.020424623192
2016-06-06,9924.511075806116
2016-06-07,11037.528469628773
2016-06-08,10795.126905159383
2016-06-09,11367.165504183591
2016-06-10,10282.787567500067
2016-06-13,10223.592876593393
2016-06-14,9691.471910125087
2016-06-15,9791.016368826744
2016-06-16,9961.19005559196
2016-06-17,9927.154304272655
2016-06-20,10661.652575410973
2016-06-21,11421.042741638796
2016-06-22,11230.183564188617
2016-06-23,12616.646159189944
2016-06-24,9892.611622594468
2016-06-27,7079.498445382647
2016-06-28,10907.722495019161
2016-06-29,14802.400293286673
2016-06-30,12251.559742985106
2016-07-01,12556.708972451408
2016-07-05,11461.972633470587
2016-07-06,12183.184843892885
2016-07-07,12105.409622874287
2016-07-08,12794.24937410396
2016-07-11,13113.201957625155
2016-07-12,13543.132351396689
2016-07-13,13548.450383831252
2016-07-14,13580.533337816527
2016-07-15,13902.752586238277
2016-07-18,13640.226906587346
2016-07-19,13181.692494207833
2016-07-20,12811.703726621196
2016-07-21,12684.567310167995
2016-07-22,12776.247830980396
2016-07-25,12313.095679122063
2016-07-26,12366.403743062241
2016-07-27,12308.473398182463
2016-07-28,12563.706113249433
2016-07-29,12797.07850515389
2016-08-01,12003.056408054315
2016-08-02,12038.533668239146
2016-08-03,11938.562584020925
2016-08-04,12202.276195588196
2016-08-05,12640.910133763622
2016-08-08,13764.396633391834
2016-08-09,13180.978788035965
2016-08-10,13191.805127583442
2016-08-11,12859.668792144354
2016-08-12,9289.619922857457
2016-08-15,10185.271441384968
2016-08-16,10099.959615463084
2016-08-17,10424.161446343212
2016-08-18,10104.275390099723
2016-08-19,9869.394661067776
2016-08-22,9712.044649009113
2016-08-23,9585.518478511021
2016-08-24,9434.018706751503
2016-08-25,9413.608738879657
2016-08-26,9528.361255111715
2016-08-29,9446.55656875596
2016-08-30,9329.932907095194
2016-08-31,9308.901919342636
2016-09-01,9585.905296399307
2016-09-02,9289.071032863365
2016-09-06,10053.7973879178
2016-09-07,9921.742409995833
2016-09-08,9855.995737551659
2016-09-09,8536.135692663032
2016-09-12,8261.51076199736
2016-09-13,8247.310611363093
2016-09-14,7990.255973388335
2016-09-15,7772.983658120291
2016-09-16,8040.3775204424455
2016-09-19,8016.430289627619
2016-09-20,7952.830098858691
2016-09-21,7701.761253883543
2016-09-22,7799.619827208934
2016-09-23,6635.696857446118
2016-09-26,7047.957079590726
2016-09-27,7236.22208354344
2016-09-28,7989.847925576257
2016-09-29,7683.7646581707295
2016-09-30,7597.70779644592
2016-10-03,7608.621511051684
2016-10-04,7648.361612772259
2016-10-05,7884.917061751235
2016-10-06,7734.008093732955
2016-10-07,7400.237661778264
2016-10-10,7955.2642358205585
2016-10-11,7551.344126877061
2016-10-12,7161.810877841497
2016-10-13,7084.27318420302
2016-10-14,7232.26647674229
2016-10-17,7513.6820795704525
2016-10-18,8202.058355153098
2016-10-19,8137.678030988706
2016-10-20,7737.939871583888
2016-10-21,7912.277871797126
2016-10-24,8214.603588096732
2016-10-25,7860.4572211014
2016-10-26,7800.967022675321
2016-10-27,7838.350535959226
2016-10-28,8320.369651637859
2016-10-31,8318.26792059843
2016-11-01,8135.449435946807
2016-11-02,7556.573886094338
2016-11-03,8086.7796856284995
2016-11-04,7740.326714658499
2016-11-07,8222.745984579375
2016-11-08,8143.100309075992
2016-11-09,8257.291163946062
2016-11-10,9275.839916088453
2016-11-11,9186.369567818118
2016-11-14,10026.586411679877
2016-11-15,10678.17087560305
2016-11-16,10436.375756525873
2016-11-17,10901.13702147342
2016-11-18,11028.413452537903
2016-11-21,11670.559865729409
2016-11-22,11783.711215528148
2016-11-23,11740.765619669586
2016-11-25,11639.784407338151
2016-11-28,10884.691869717404
2016-11-29,11314.756858608835
2016-11-30,10863.23712953901
2016-12-01,10108.99751068594
2016-12-02,10382.584667523637
2016-12-05,10621.91592239428
2016-12-06,10498.233811314421
2016-12-07,12420.530851908534
2016-12-08,13361.892087241045
2016-12-09,13730.030471536624
2016-12-12,12760.35668703946
2016-12-13,12268.49872861122
2016-12-14,12630.835715019995
2016-12-15,13517.459835101543
2016-12-16,13050.582214268687
2016-12-19,12374.153348871923
2016-12-20,10613.885318721706
2016-12-21,10737.239016047968
2016-12-22,10498.842627530037
2016-12-23,10190.300915782429
2016-12-27,10635.616831698819
2016-12-28,10581.703478102398
2016-12-29,10726.40690406507
2016-12-30,10150.01284030652
2017-01-03,10051.610187639608
2017-01-04,10384.820962994881
2017-01-05,10644.055795086984
2017-01-06,9644.090570481008
2017-01-09,9684.521631366431
2017-01-10,10090.750078181101
2017-01-11,10199.008540189607
2017-01-12,9466.19144639386
2017-01-13,9648.233586084118
2017-01-17,9774.834842736014
2017-01-18,9453.394872801882
2017-01-19,9569.051081997895
2017-01-20,9853.21227878255
2017-01-23,9470.914626577262
2017-01-24,9961.676755092396
2017-01-25,12140.959625377202
2017-01-26,12115.275302983
2017-01-27,11849.250701477928
2017-01-30,10751.42776182163
2017-01-31,10854.686112123849
2017-02-01,10829.736561477048
2017-02-02,10319.670340416891
2017-02-03,9753.584368073109
2017-02-06,9842.921702482086
2017-02-07,9546.325236561988
2017-02-08,9342.37072766854
2017-02-09,9644.286251844114
2017-02-10,10390.088169324375
2017-02-13,10694.146690053625
2017-02-14,11297.18420517245
2017-02-15,11708.087938834873
2017-02-16,12732.97115324202
2017-02-17,12346.479711019194
2017-02-21,12598.164127178414
2017-02-22,12975.361900826058
2017-02-23,13120.964620826078
2017-02-24,12939.522060497613
2017-02-27,12069.009388769142
2017-02-28,12173.668230089428
2017-03-01,12583.268756844289
2017-03-02,16991.431804242682
2017-03-03,17461.636687584476
2017-03-06,16432.388067838856
2017-03-07,16140.321443912146
2017-03-08,15455.908702132916
2017-03-09,15468.669468175072
2017-03-10,14584.436133644218
2017-03-13,15300.013847231334
2017-03-14,15369.35086256305
2017-03-15,17027.54889869635
2017-03-16,16530.06585800232
2017-03-17,15699.23392585524
2017-03-20,10071.369394641992
2017-03-21,8938.006776387905
2017-03-22,8807.23750022078
2017-03-23,8786.525031887608
2017-03-24,8986.533165628885
2017-03-27,8492.472096520358
2017-03-28,8638.729967887492
2017-03-29,8579.389535175844
2017-03-30,8886.466686505773
2017-03-31,8704.667343499226
2017-04-03,8612.552230827501
2017-04-04,8433.60868034266
2017-04-05,8290.388432163027
2017-04-06,8199.34402244663
2017-04-07,8206.333700109766
2017-04-10,8803.810535260245
2017-04-11,8467.902778648126
2017-04-12,8102.601032313196
2017-04-13,7528.70872181942
2017-04-17,7497.553763896997
2017-04-18,7420.784280246886
2017-04-19,7280.377348193827
2017-04-20,7675.673533156572
2017-04-21,7645.786824821066
2017-04-24,8641.126656687307
2017-04-25,9970.469330455906
2017-04-26,9964.449403817996
2017-04-27,10366.40519959762
2017-04-28,9982.291786005075
2017-05-01,10058.329025112458
2017-05-02,8732.837472375197
2017-05-03,8662.109814446047
2017-05-04,8290.379477066595
2017-05-05,8783.618571276294
2017-05-08,8959.303858924468
2017-05-09,8772.421136247081
2017-05-10,8834.19548438059
2017-05-11,8300.273038760335
2017-05-12,8273.71953813393
2017-05-15,9154.848265792623
2017-05-16,9468.652560641252
2017-05-17,8079.253875670934
2017-05-18,6896.242157438733
2017-05-19,7414.518459040829
2017-05-22,7628.651081981104
2017-05-23,9163.249084745077
2017-05-24,9294.492328754211
2017-05-25,10203.801464338168
2017-05-26,10512.894918656613
2017-05-30,10044.330907077503
2017-05-31,10678.830237836997
2017-06-01,11932.208229869879
2017-06-02,13493.829153052886
2017-06-05,12438.401250244871
2017-06-06,12046.027225746198
2017-06-07,13058.505348349918
2017-06-08,12889.994677718529
2017-06-09,13334.302958749084
2017-06-12,13789.428662257964
2017-06-13,14204.760843883429
2017-06-14,8744.914817421335
2017-06-15,9124.467463755018
2017-06-16,9297.249319578721
2017-06-19,9624.950712242051
2017-06-20,9387.338055453745
2017-06-21,10245.553227316825
2017-06-22,9809.137802697474
2017-06-23,10260.586361263038
2017-06-26,10049.796228840421
2017-06-27,9523.727110781054
2017-06-28,9827.142350136339
2017-06-29,10337.239028538035
2017-06-30,10097.275634812444
2017-07-03,10010.121951343792
2017-07-05,9843.5090136832
2017-07-06,9702.962910370856
2017-07-07,9470.627824068728
2017-07-10,9412.979040090728
2017-07-11,9023.959385844855
2017-07-12,9416.341659567268
2017-07-13,9259.042015194318
2017-07-14,9427.37364591808
2017-07-17,9785.331520112763
2017-07-18,9384.3305145814
2017-07-19,9829.689937598356
2017-07-20,10491.294874451756
2017-07-21,10732.394797615822
2017-07-24,10273.063683101234
2017-07-25,11364.260272767471
2017-07-26,11504.41588608921
2017-07-27,8232.628957572992
2017-07-28,8579.178909742066
2017-07-31,8231.228533970761
2017-08-01,8572.225571826568
2017-08-02,8035.8321490342205
2017-08-03,7958.562245852523
2017-08-04,8073.632139429806
2017-08-07,7950.701915079516
2017-08-08,8035.323803893272
2017-08-09,8346.424896978942
2017-08-10,8782.41961196925
2017-08-11,7922.7399008309585
2017-08-14,7969.816447372961
2017-08-15,7797.0854715359665
2017-08-16,7622.698909959998
2017-08-17,7242.392935919479
2017-08-18,6934.942459686268
2017-08-21,7004.906484568504
2017-08-22,7291.225047723377
2017-08-23,7330.249754866886
2017-08-24,7533.604161761218
2017-08-25,7230.239517461419
2017-08-28,7297.274306027446
2017-08-29,8678.35453031754
2017-08-30,8842.0058212371
2017-08-31,9660.232648276791
2017-09-01,9348.61106030747
2017-09-05,9197.658428404222
2017-09-06,8968.600963007015
2017-09-07,7932.731692643514
2017-09-08,8303.150492107017
2017-09-11,9204.406870410514
2017-09-12,9891.515206349866
2017-09-13,10160.262792423318
2017-09-14,9725.128966228045
2017-09-15,10082.84140206722
2017-09-18,10076.457465377793
2017-09-19,10184.459727571417
2017-09-20,10653.89538041569
2017-09-21,9783.29009192251
2017-09-22,11194.145344883867
2017-09-25,10853.88210712974
2017-09-26,10842.323478579396
2017-09-27,11574.663036422893
2017-09-28,11180.249115320683
2017-09-29,11949.055757462504
2017-10-02,12648.796493052947
2017-10-03,13171.819894432625
2017-10-04,12901.67694664387
2017-10-05,13450.003077918142
2017-10-06,14204.547306301574
2017-10-09,13592.502211326333
2017-10-10,14240.669327686106
2017-10-11,13783.348008047373
2017-10-12,14012.880646124604
2017-10-13,14089.94124362634
2017-10-16,13582.682824219792
2017-10-17,13089.372906231685
2017-10-18,13137.318121823731
2017-10-19,13144.312487306734
2017-10-20,8323.45934936652
2017-10-23,8635.403119335837
2017-10-24,9298.423552183343
2017-10-25,8677.41063977727
2017-10-26,8432.8937452976
2017-10-27,8801.690333501054
2017-10-30,8877.58089088615
2017-10-31,8923.767428876414
2017-11-01,9191.491897060123
2017-11-02,8742.09397057812
2017-11-03,9495.42819568145
2017-11-06,9483.8071321418
2017-11-07,8879.266637988005
2017-11-08,9397.58555637756
2017-11-09,8956.88935513911
2017-11-10,8816.661797584886
2017-11-13,9118.967971323673
2017-11-14,8739.738078844684
2017-11-15,8648.022778024424
2017-11-16,8809.097540628709
2017-11-17,9232.530736501183
2017-11-20,9298.91331524936
2017-11-21,10473.959878741434
2017-11-22,10044.025577227289
2017-11-24,10611.029679533947
2017-11-27,10627.440926746918
2017-11-28,12446.891215950012
2017-11-29,14557.717550909072
2017-11-30,15998.0684156782
2017-12-01,16719.93055772935
2017-12-04,9180.892904972414
2017-12-05,8763.09723707081
2017-12-06,9024.440079354566
2017-12-07,9386.768920677563
2017-12-08,9704.637152383108
2017-12-11,10148.322256061145
2017-12-12,10473.082440451642
2017-12-13,10450.029758328496
2017-12-14,9550.568485676922
2017-12-15,10283.907688306059
2017-12-18,9289.313987063308
2017-12-19,9470.097834871422
2017-12-20,9699.564907792332
2017-12-21,10179.986237540703
2017-12-22,9275.233413092346
2017-12-26,9114.255281907912
2017-12-27,9579.710309194474
2017-12-28,9769.121662920554
2017-12-29,9112.41308237957
2018-01-02,9742.577197322955
2018-01-03,13072.97951281506
2018-01-04,14054.43387688659
2018-01-05,14417.211534137678
2018-01-08,15696.65477605429
2018-01-09,15048.305620984214
2018-01-10,14174.483267312942
2018-01-11,13971.740406303721
2018-01-12,15017.356203970752
2018-01-16,16269.481906193112
2018-01-17,16020.792160996061
2018-01-18,10345.93127955274
2018-01-19,9622.809444549765
2018-01-22,10446.33207830548
2018-01-23,11431.654245930744
2018-01-24,11050.01899807387
2018-01-25,11512.315076331484
2018-01-26,12027.706902924429
2018-01-29,11933.370637029193
2018-01-30,10934.922132187752
2018-01-31,10981.76221254971
2018-02-01,10490.039123803439
2018-02-02,9769.852401080605
2018-02-05,11720.814471064892
2018-02-06,11582.292119650561
2018-02-07,10317.949264015942
2018-02-08,10679.327492107697
2018-02-09,9277.83952824359
2018-02-12,8561.747426773938
2018-02-13,8583.756346419224
2018-02-14,7815.506563359227
2018-02-15,9311.782641881857
2018-02-16,9131.064780942257
2018-02-20,9048.714602418791
2018-02-21,9090.666050356345
2018-02-22,8919.651850108377
2018-02-23,8510.759576560295
2018-02-26,9300.873353919864
2018-02-27,8951.762185688369
2018-02-28,8983.674502294487
2018-03-01,9118.685564842675
2018-03-02,10138.628085415887
2018-03-05,10529.390376316818
2018-03-06,11221.416392427216
2018-03-07,11434.175168285466
2018-03-08,11626.299258364996
2018-03-09,13398.806011231629
2018-03-12,14139.29209891272
2018-03-13,12611.680772594662
2018-03-14,11812.365124065873
2018-03-15,11624.216995433711
2018-03-16,11600.25046507373
2018-03-19,9704.23344593171
2018-03-20,9926.68164916204
2018-03-21,9617.851212947113
2018-03-22,8142.191207851909
2018-03-23,7417.584815668476
2018-03-26,7849.419433005117
2018-03-27,7191.474509604867
2018-03-28,7394.59850992176
2018-03-29,8309.259768895943
2018-04-02,8178.592455564863
2018-04-03,8087.294125653477
2018-04-04,8081.343262102561
2018-04-05,8797.646836884953
2018-04-06,7708.569689916099
2018-04-09,7675.725679148453
2018-04-10,8434.182066142099
2018-04-11,7843.263311620528
2018-04-12,8467.093860488689
2018-04-13,6731.914283779721
2018-04-16,9258.1773053546
2018-04-17,10758.500885601534
2018-04-18,10968.984096494518
2018-04-19,9765.059244455759
2018-04-20,8758.355988264255
2018-04-23,8609.332714300042
2018-04-24,7881.317434939076
2018-04-25,7563.047713044726
2018-04-26,7849.430986127332
2018-04-27,8283.979745801673
2018-04-30,8219.26884848622
2018-05-01,8218.76746056725
2018-05-02,7874.974385561189
2018-05-03,7942.828749107574
2018-05-04,8547.612681512719
2018-05-07,8751.909496040596
2018-05-08,8451.993153646323
2018-05-09,9238.91524102351
2018-05-10,10493.612049577594
2018-05-11,10859.079275252609
2018-05-14,10851.106373004586
2018-05-15,9601.51242069804
2018-05-16,9545.049985833088
2018-05-17,9584.095262729963
2018-05-18,8673.300309550146
2018-05-21,10357.971083945768
2018-05-22,10659.362328924695
2018-05-23,12031.16959314522
2018-05-24,10915.691726149427
2018-05-25,10542.382592986856
2018-05-29,7974.126450535203
2018-05-30,10150.07328415644
2018-05-31,9939.46748579804
2018-06-01,11142.111537415956
2018-06-04,12512.384624856302
2018-06-05,12506.203111019682
2018-06-06,13691.38544021742
2018-06-07,14320.688899499119
2018-06-08,14276.743509735908
2018-06-11,14175.107223326051
2018-06-12,13857.28086688628
2018-06-13,12792.378557618886
2018-06-14,13329.477315990724
2018-06-15,12763.620434165407
2018-06-18,13477.948493819804
2018-06-19,12938.412161883012
2018-06-20,13075.976980464948
2018-06-21,11870.145625561321
2018-06-22,12484.194019506405
2018-06-25,10589.443861316926
2018-06-26,11540.42600785186
2018-06-27,10375.97042213777
2018-06-28,11736.625485861943
2018-06-29,12479.73639783432
2018-07-02,12930.526352729774
2018-07-03,11753.191615423968
2018-07-05,13383.102258699078
2018-07-06,16826.45193436724
2018-07-09,18931.96396558163
2018-07-10,19723.369998027392
2018-07-11,9851.946858835214
2018-07-12,11098.924121565284
2018-07-13,11270.76766543204
2018-07-16,11006.292527696407
2018-07-17,11259.767474153628
2018-07-18,10505.920681375914
2018-07-19,10481.608773242391
2018-07-20,10725.394820764703
2018-07-23,10799.293635181855
2018-07-24,11305.326572454738
2018-07-25,11894.980063132654
2018-07-26,12073.216576316561
2018-07-27,11016.121019943355
2018-07-30,10304.23883408237
2018-07-31,11239.07201260046
2018-08-01,10724.200820624934
2018-08-02,10983.174307367219
2018-08-03,11487.17143721636
2018-08-06,12037.654947507046
2018-08-07,12335.663121057161
2018-08-08,12443.049282842869
2018-08-09,12859.674788596316
2018-08-10,11046.844882599922
2018-08-13,11665.275636805562
2018-08-14,13191.911588316294
2018-08-15,12520.453987257257
2018-08-16,16270.48457790841
2018-08-17,18062.90170718585
2018-08-20,18793.569828908363
2018-08-21,17393.545087709666
2018-08-22,9907.311541524421
2018-08-23,9240.377515525826
2018-08-24,9507.526314781862
2018-08-27,10389.225607135484
2018-08-28,11462.47696017063
2018-08-29,11861.452367524182
2018-08-30,11395.447297027718
2018-08-31,11633.282608478283
2018-09-04,11183.25388991629
2018-09-05,10321.92389371164
2018-09-06,10361.691853807324
2018-09-07,9748.720553646717
2018-09-10,9870.694436729797
2018-09-11,10345.543965783514
2018-09-12,10165.71541920115
2018-09-13,10540.587381344321
2018-09-14,10889.899398422936
2018-09-17,9608.37973119139
2018-09-18,10549.469495544261
2018-09-19,11760.852950670902
2018-09-20,12906.845446785172
2018-09-21,13559.089443830913
2018-09-24,12370.018031124482
2018-09-25,12143.324078428042
2018-09-26,11585.685317304005
2018-09-27,12439.810877427919
2018-09-28,12922.761759455381
2018-10-01,13402.585182842009
2018-10-02,14028.632705459773
2018-10-03,13771.142999172976
2018-10-04,8075.770483943948
2018-10-05,7907.400766792378
2018-10-08,8064.367307603443
2018-10-09,8078.992983849398
2018-10-10,8128.776521721379
2018-10-11,10094.396696361753
2018-10-12,8068.167156883728
2018-10-15,8145.395238198211
2018-10-16,7025.586280657572
2018-10-17,6867.11166878517
2018-10-18,7317.989257230109
2018-10-19,7446.985489205732
2018-10-22,7145.606309956908
2018-10-23,7532.621021555909
2018-10-24,8241.713469912022
2018-10-25,7403.322493365129
2018-10-26,8146.563777438915
2018-10-29,8309.149300310712
2018-10-30,7711.112039899147
2018-10-31,7683.648635363391
2018-11-01,7015.582023357581
2018-11-02,7059.477010358996
2018-11-05,8553.273018969177
2018-11-06,8387.777722666788
2018-11-07,8166.460172579093
2018-11-08,7957.760987265538
2018-11-09,8353.356091911126
2018-11-12,9054.129844353356
2018-11-13,9444.407547570114
2018-11-14,9538.237184163629
2018-11-15,10097.82099774141
2018-11-16,10128.487253589647
2018-11-19,9292.811945884385
2018-11-20,8746.038957254254
2018-11-21,8615.692014622222
2018-11-23,8436.97508503381
2018-11-26,8431.887436538436
2018-11-27,8668.508312038379
2018-11-28,9470.451975478116
2018-11-29,9545.557581879284
2018-11-30,10328.945333254862
2018-12-03,11845.64609104613
2018-12-04,8456.485799251186
2018-12-06,7947.923942889739
2018-12-07,7347.382956317959
2018-12-10,7334.545086268875
2018-12-11,6923.819409617006
2018-12-12,6944.370851133796
2018-12-13,6983.607447476673
2018-12-14,6982.902735280305
2018-12-17,6963.811323834008
2018-12-18,6935.811047932492
2018-12-19,6901.4786238715005
2018-12-20,7045.4344974654405
2018-12-21,8359.893771415283
2018-12-24,8582.860555608175
2018-12-26,8830.406327404648
2018-12-27,10018.529482444674
2018-12-28,10108.606275381855
2018-12-31,9555.224132219357
2019-01-02,11356.21659083681
2019-01-03,8965.474505425342
2019-01-04,12607.452555073945
2019-01-07,14309.657437502563
2019-01-08,16183.035153068517
2019-01-09,17280.845618285424
2019-01-10,18206.01574319197
2019-01-11,17794.010605959447
2019-01-14,15890.761263730326
2019-01-15,17947.16600613985
2019-01-16,18520.155771850812
2019-01-17,19714.405096306804
2019-01-18,22078.547057820797
2019-01-22,18407.369192256185
2019-01-23,19048.301669219476
2019-01-24,19357.996227194744
2019-01-25,20617.896474716057
2019-01-28,19656.72357103672
2019-01-29,18642.183707512508
2019-01-30,20702.46201422128
2019-01-31,22973.79260508635
2019-02-01,22905.10596905748
2019-02-04,21617.28227294886
2019-02-05,21420.153659459666
2019-02-06,20364.31054764266
2019-02-07,18883.71840477658
2019-02-08,20904.71178948102
2019-02-11,19364.17882380436
2019-02-12,17865.32808384267
2019-02-13,19809.03961773756
2019-02-14,8781.336685723387
2019-02-15,9426.720321450819
2019-02-19,9677.304528866547
2019-02-20,10638.348482946905
2019-02-21,9793.775067272956
2019-02-22,9957.411614438905
2019-02-25,9805.647938823324
2019-02-26,10018.228909274056
2019-02-27,9669.60048788995
2019-02-28,9427.743301208675
2019-03-01,9657.937599977937
2019-03-04,8880.383968514652
2019-03-05,8724.269965840891
2019-03-06,8399.804003615753
2019-03-07,7947.137273658224
2019-03-08,8541.27122009783
2019-03-11,9923.438016222677
2019-03-12,11282.334096599961
2019-03-13,12263.58246686694
2019-03-14,12434.80840254819
2019-03-15,13821.065726050529
2019-03-18,13848.054324719044
