,VaR_MC_T_COPULA
2017-03-23,22273.494675842136
2017-03-24,21235.844782731478
2017-03-27,23121.43608157792
2017-03-28,22066.522149013563
2017-03-29,23199.029863497955
2017-03-30,23546.390570941283
2017-03-31,22683.65207246552
2017-04-03,22039.826113970972
2017-04-04,22060.33559207194
2017-04-05,22932.29919855564
2017-04-06,20912.51721768947
2017-04-07,23426.89272165415
2017-04-10,23227.761541993787
2017-04-11,21147.61232030433
2017-04-12,22819.77393841797
2017-04-13,20500.218498048605
2017-04-17,21976.356626347588
2017-04-18,20877.764865037014
2017-04-19,22149.08362419973
2017-04-20,21070.834927413784
2017-04-21,22318.838752812444
2017-04-24,23744.03827780727
2017-04-25,23254.93198520534
2017-04-26,23609.80465792414
2017-04-27,24799.211980184897
2017-04-28,25093.389578294777
2017-05-01,25343.11093888003
2017-05-02,24636.743001700874
2017-05-03,26397.363797149457
2017-05-04,23845.49037711874
2017-05-05,25345.84531875529
2017-05-08,25615.326773595054
2017-05-09,26407.95440959009
2017-05-10,26406.06796674603
2017-05-11,25333.118156586843
2017-05-12,26211.34970133928
2017-05-15,26493.457314242492
2017-05-16,29053.933654328328
2017-05-17,23245.836581660322
2017-05-18,20227.760446348333
2017-05-19,22034.587229192854
2017-05-22,21514.435516034548
2017-05-23,21051.049277769092
2017-05-24,21126.088342850813
2017-05-25,22509.027963119934
2017-05-26,23786.74644408708
2017-05-30,23430.76247903983
2017-05-31,24056.300034871754
2017-06-01,22622.4773590553
2017-06-02,24414.19824899213
2017-06-05,25530.559919282165
2017-06-06,24712.564242631608
2017-06-07,24978.47878051347
2017-06-08,26062.123193621428
2017-06-09,25564.778482283826
2017-06-12,25295.99790171754
2017-06-13,24277.205929207517
2017-06-14,26989.804463817607
2017-06-15,26141.31755217495
2017-06-16,24680.07817502089
2017-06-19,27736.570753741675
2017-06-20,29187.096444363877
2017-06-21,25333.3599688317
2017-06-22,26305.05051308073
2017-06-23,26178.28633117452
2017-06-26,28227.257567559966
2017-06-27,25911.425874646244
2017-06-28,24440.79242369988
2017-06-29,21722.504791464664
2017-06-30,21348.593430558707
2017-07-03,21351.379846143125
2017-07-05,22452.71666979757
2017-07-06,22186.897847809425
2017-07-07,21116.110031979268
2017-07-10,21434.802665138905
2017-07-11,21106.90352539103
2017-07-12,20926.89908907243
2017-07-13,23360.970692276143
2017-07-14,25122.778916184936
2017-07-17,22433.089560370317
2017-07-18,24135.85241006131
2017-07-19,25523.380134393377
2017-07-20,24471.253475094254
2017-07-21,26402.9045225952
2017-07-24,25743.613627764804
2017-07-25,25584.36754294898
2017-07-26,24784.259706960223
2017-07-27,23624.02746201643
2017-07-28,24774.85547292643
2017-07-31,24071.008703766936
2017-08-01,24835.067975146878
2017-08-02,26097.774018898577
2017-08-03,24162.172327426586
2017-08-04,24752.019116063835
2017-08-07,26042.122285079044
2017-08-08,27158.125585132493
2017-08-09,27079.1607105004
2017-08-10,27253.980010971365
2017-08-11,23204.38516333735
2017-08-14,22825.64889679274
2017-08-15,23990.43960171481
2017-08-16,22924.315015815726
2017-08-17,23492.492228234012
2017-08-18,21566.80431624887
2017-08-21,22078.947765553574
2017-08-22,19806.18704956284
2017-08-23,23224.28792597267
2017-08-24,22624.109822508068
2017-08-25,20326.71732973039
2017-08-28,22324.500847262334
2017-08-29,22047.562202570978
2017-08-30,22484.424136488113
2017-08-31,23751.848112265674
2017-09-01,25255.789984103605
2017-09-05,26328.83094061988
2017-09-06,22937.288851734535
2017-09-07,25495.762862994485
2017-09-08,24630.799584544162
2017-09-11,26575.459063912767
2017-09-12,27238.249024856657
2017-09-13,29067.75747666202
2017-09-14,29456.964972753547
2017-09-15,28090.575316015256
2017-09-18,30336.77703386262
2017-09-19,31033.384457732922
2017-09-20,32751.70166726337
2017-09-21,33159.25240506375
2017-09-22,30209.006888137268
2017-09-25,23846.3010104106
2017-09-26,22609.58504899812
2017-09-27,22397.69188617022
2017-09-28,21638.23801397609
2017-09-29,21948.805897928665
2017-10-02,25014.130930424093
2017-10-03,22959.081226009148
2017-10-04,26389.68396515088
2017-10-05,26311.479881821895
2017-10-06,25148.376371344868
2017-10-09,24405.53000728052
2017-10-10,25682.85326893631
2017-10-11,24065.306146223997
2017-10-12,25732.412847277796
2017-10-13,24658.333901499172
2017-10-16,24202.193923909643
2017-10-17,24780.178548580305
2017-10-18,24301.062140037367
2017-10-19,26382.0194867489
2017-10-20,25337.996531560915
2017-10-23,27176.00624738404
2017-10-24,26027.684824827887
2017-10-25,27777.358455712067
2017-10-26,24969.273632631488
2017-10-27,27368.27308742507
2017-10-30,29901.824571958696
2017-10-31,29716.239522748336
2017-11-01,29299.71745983304
2017-11-02,30228.462299227067
2017-11-03,32145.76384830668
2017-11-06,19538.166534009943
2017-11-07,20782.45042816977
2017-11-08,20171.523070660496
2017-11-09,21429.66030327503
2017-11-10,19421.37420161278
2017-11-13,19777.023065547353
2017-11-14,21375.401057481966
2017-11-15,20297.392881291467
2017-11-16,20639.501689118577
2017-11-17,20818.680560156026
2017-11-20,19797.073418248325
2017-11-21,20327.440722161016
2017-11-22,20429.436605680552
2017-11-24,21482.004221505853
2017-11-27,22503.854511346406
2017-11-28,22026.26578138491
2017-11-29,24040.422218582946
2017-11-30,24740.985177562427
2017-12-01,26630.385812137243
2017-12-04,25564.684045814087
2017-12-05,24739.109706113566
2017-12-06,23993.463949869725
2017-12-07,25329.038317197723
2017-12-08,27482.430101538765
2017-12-11,28753.10197543607
2017-12-12,29646.732227660643
2017-12-13,31948.42705946757
2017-12-14,31243.91747014918
2017-12-15,30759.323037583345
2017-12-18,29664.464746713995
2017-12-19,16092.604570492287
2017-12-20,16233.064619128465
2017-12-21,16247.541660273591
2017-12-22,15254.396124785004
2017-12-26,15745.595757911558
2017-12-27,16947.974873057246
2017-12-28,16107.949665161252
2017-12-29,16865.0231299965
2018-01-02,16406.713507034092
2018-01-03,17341.002991579833
2018-01-04,19276.10037826115
2018-01-05,19261.166052472374
2018-01-08,20969.313171262904
2018-01-09,21771.738106863573
2018-01-10,22466.463457446553
2018-01-11,21836.64328642222
2018-01-12,24609.78938051751
2018-01-16,26190.28820500099
2018-01-17,25064.941619172518
2018-01-18,28128.068508788732
2018-01-19,27164.47932214903
2018-01-22,28643.174638701017
2018-01-23,30182.81248915644
2018-01-24,30260.488367574035
2018-01-25,30753.375532874223
2018-01-26,30902.95212820126
2018-01-29,29947.53388750945
2018-01-30,30375.35584635461
2018-01-31,30776.01013368308
2018-02-01,31600.355296692454
2018-02-02,17815.947961928396
2018-02-05,15867.47727323666
2018-02-06,15161.412185734376
2018-02-07,15434.330200983537
2018-02-08,14624.309073212686
2018-02-09,14253.264516428155
2018-02-12,14473.816403029996
2018-02-13,13675.821181718808
2018-02-14,15040.179746849513
2018-02-15,14597.976325168574
2018-02-16,14664.816927197104
2018-02-20,15148.915589589069
2018-02-21,14554.518129475417
2018-02-22,15000.174681878712
2018-02-23,13706.95607738901
2018-02-26,15310.287989752978
2018-02-27,15432.86951532459
2018-02-28,14691.587375252153
2018-03-01,14256.397853819344
2018-03-02,17360.60236525663
2018-03-05,15909.926254673072
2018-03-06,16722.093523247335
2018-03-07,17115.51550488848
2018-03-08,16827.079787640294
2018-03-09,16636.681419462377
2018-03-12,16999.657340056467
2018-03-13,17317.890924227493
2018-03-14,16186.52840854074
2018-03-15,15865.176717776014
2018-03-16,16198.741188658241
2018-03-19,21503.441889459224
2018-03-20,18586.218405941017
2018-03-21,18549.37435763311
2018-03-22,18519.8589647562
2018-03-23,16904.263242638677
2018-03-26,17418.75410689695
2018-03-27,17797.695431647066
2018-03-28,17847.62167381914
2018-03-29,16908.331985304398
2018-04-02,17806.305994668146
2018-04-03,16440.465941006707
2018-04-04,16404.088210747137
2018-04-05,16662.373852789216
2018-04-06,16544.55652879332
2018-04-09,16467.77337070955
2018-04-10,15589.49698159323
2018-04-11,18008.799702275344
2018-04-12,17069.061802412896
2018-04-13,16902.211986912243
2018-04-16,16294.951463640013
2018-04-17,17192.808151544352
2018-04-18,17912.709145873574
2018-04-19,18576.890112246856
2018-04-20,16912.30018885505
2018-04-23,16009.341789001535
2018-04-24,16092.307273879102
2018-04-25,15898.049246621938
2018-04-26,15636.333146731635
2018-04-27,15732.90438943124
2018-04-30,14737.961189818441
2018-05-01,19239.69686373859
2018-05-02,19456.03264627354
2018-05-03,17834.063585227326
2018-05-04,18954.600807990457
2018-05-07,20239.103898599602
2018-05-08,20316.954715010288
2018-05-09,21041.962643089115
2018-05-10,24448.27845488526
2018-05-11,25184.474823269655
2018-05-14,25583.161139592572
2018-05-15,25457.917994322586
2018-05-16,24347.92584040636
2018-05-17,25619.7085476955
2018-05-18,25397.209478905814
2018-05-21,26286.24036798408
2018-05-22,27172.520729039454
2018-05-23,27865.022643864104
2018-05-24,28035.209645149993
2018-05-25,28126.62873193354
2018-05-29,28483.89220114849
2018-05-30,23849.837744377022
2018-05-31,27572.973135575052
2018-06-01,25880.698257234613
2018-06-04,28679.07143743851
2018-06-05,32739.0786807387
2018-06-06,32214.95876820981
2018-06-07,37874.27910700396
2018-06-08,32766.19167706181
2018-06-11,39220.080406041714
2018-06-12,37847.18209497244
2018-06-13,22023.375816073083
2018-06-14,19539.723524229707
2018-06-15,20630.528398057773
2018-06-18,19980.859465327696
2018-06-19,19750.87783011609
2018-06-20,18884.81115138923
2018-06-21,18576.274518158625
2018-06-22,18691.105830918434
2018-06-25,19547.906506069336
2018-06-26,17234.685820649247
2018-06-27,17883.03491143942
2018-06-28,16777.424552695873
2018-06-29,17224.779696609
2018-07-02,16926.387010893734
2018-07-03,16829.037605633144
2018-07-05,17107.9833822208
2018-07-06,18577.064347238087
2018-07-09,17360.310436503696
2018-07-10,20636.55939484276
2018-07-11,21217.905327068354
2018-07-12,19878.307682031944
2018-07-13,23380.761339913483
2018-07-16,22493.06707597511
2018-07-17,21124.37513634113
2018-07-18,22603.17242961346
2018-07-19,24817.84759533265
2018-07-20,22921.30502166056
2018-07-23,21578.32992567324
2018-07-24,21765.374356874596
2018-07-25,25555.04178326207
2018-07-26,21403.677757883
2018-07-27,21239.301207659686
2018-07-30,20935.73688387635
2018-07-31,20578.60650775726
2018-08-01,20748.806320186202
2018-08-02,19394.352638560464
2018-08-03,19402.893381457005
2018-08-06,20121.609267842465
2018-08-07,23982.462718452065
2018-08-08,23316.07815780898
2018-08-09,21589.519738600793
2018-08-10,22570.6039255838
2018-08-13,21468.02274013444
2018-08-14,19804.65827554105
2018-08-15,21597.257368017832
2018-08-16,19635.70714323306
2018-08-17,21256.41353217657
2018-08-20,21809.38144363679
2018-08-21,21909.887625115844
2018-08-22,25223.04692410683
2018-08-23,23905.61947912836
2018-08-24,22884.057110055084
2018-08-27,25105.345460290366
2018-08-28,28011.471157562926
2018-08-29,29220.18710703778
2018-08-30,31281.893216867327
2018-08-31,32104.522021268047
2018-09-04,31177.921029275993
2018-09-05,30155.924766804317
2018-09-06,28433.907575615038
2018-09-07,20530.306279919936
2018-09-10,22279.340216749053
2018-09-11,20753.09559524098
2018-09-12,21848.455242550277
2018-09-13,23715.69357169643
2018-09-14,24105.315828307062
2018-09-17,23442.70333893523
2018-09-18,23344.63150101995
2018-09-19,23345.341232380084
2018-09-20,23613.138403050987
2018-09-21,25385.34429465029
2018-09-24,26321.26099747908
2018-09-25,24150.10380464856
2018-09-26,24164.13522181735
2018-09-27,23358.930510637812
2018-09-28,23000.28180217768
2018-10-01,25555.657573409666
2018-10-02,28403.662634204957
2018-10-03,25436.994951567773
2018-10-04,24079.58392619074
2018-10-05,20632.246212177633
2018-10-08,19865.285675289
2018-10-09,20726.3959643299
2018-10-10,19434.02073340599
2018-10-11,15572.084741415205
2018-10-12,14466.441549882295
2018-10-15,14111.697346440107
2018-10-16,14634.969257442968
2018-10-17,14707.740649174586
2018-10-18,14200.473301422715
2018-10-19,19583.817633173
2018-10-22,18494.223438332414
2018-10-23,17853.856443588997
2018-10-24,17580.59077070579
2018-10-25,14889.473417288757
2018-10-26,16274.217841196327
2018-10-29,15793.884528662358
2018-10-30,16122.13329917482
2018-10-31,15784.237653252381
2018-11-01,17618.583833440458
2018-11-02,17577.264420652093
2018-11-05,16987.28146980407
2018-11-06,16995.30246718147
2018-11-07,18822.974939754582
2018-11-08,21753.783914723357
2018-11-09,21365.877155237857
2018-11-12,18966.31976882345
2018-11-13,17655.122771876628
2018-11-14,17091.2446139037
2018-11-15,17834.976245535967
2018-11-16,17684.97814009094
2018-11-19,17859.966838497498
2018-11-20,16339.227970810934
2018-11-21,14728.707133664375
2018-11-23,15744.539019498792
2018-11-26,13739.347932760928
2018-11-27,14481.735981538164
2018-11-28,15054.576441423867
2018-11-29,18266.298288418893
2018-11-30,15268.980503565368
2018-12-03,19214.553839821932
2018-12-04,21032.33803285263
2018-12-06,16568.0638504078
2018-12-07,17426.38008834143
2018-12-10,15955.35213975765
2018-12-11,15635.446506260534
2018-12-12,15713.098224092135
2018-12-13,15410.228884164462
2018-12-14,16058.61029770374
2018-12-17,17739.24952363582
2018-12-18,17108.51149249621
2018-12-19,17489.147469692896
2018-12-20,17895.5878862753
2018-12-21,17849.86235293457
2018-12-24,17411.73185556567
2018-12-26,17170.39338481228
2018-12-27,19132.05951136056
2018-12-28,17290.009977333484
2018-12-31,17455.617863047682
2019-01-02,16977.3300947671
2019-01-03,17736.91476710897
2019-01-04,17985.61580408851
2019-01-07,17026.091863803635
2019-01-08,18461.811323333008
2019-01-09,16876.640336848635
2019-01-10,18265.312741302714
2019-01-11,18211.007690130547
2019-01-14,17665.466543697177
2019-01-15,17378.068143213386
2019-01-16,16985.097037668835
2019-01-17,20374.306886740367
2019-01-18,21397.839333476102
2019-01-22,24044.980402427063
2019-01-23,22054.405479301193
2019-01-24,22726.720883373255
2019-01-25,23768.32818723572
2019-01-28,23860.08403139429
2019-01-29,22030.189855449036
2019-01-30,25360.584305320626
2019-01-31,25163.190617110886
2019-02-01,26091.332115347606
2019-02-04,24886.219854794264
2019-02-05,27334.961929187673
2019-02-06,29521.08480591845
2019-02-07,26609.870916425396
2019-02-08,27694.6503416703
2019-02-11,28045.580968837283
2019-02-12,27117.2988042205
2019-02-13,31915.391952586906
2019-02-14,32863.51028696084
2019-02-15,31658.926733575267
2019-02-19,32986.61779621356
2019-02-20,33478.59944579256
2019-02-21,36973.329279068275
2019-02-22,30560.60401255348
2019-02-25,35182.76294143894
2019-02-26,39218.79305799456
2019-02-27,36178.768864443555
2019-02-28,34395.181687849785
2019-03-01,30350.809651147843
2019-03-04,15789.846962005568
2019-03-05,15703.80086956455
2019-03-06,15634.547728414096
2019-03-07,14390.229086942118
2019-03-08,15009.504834183579
2019-03-11,13622.326522795309
2019-03-12,15580.470140516798
2019-03-13,16982.00283354457
2019-03-14,16514.322869048952
2019-03-15,16929.12368042797
2019-03-18,17315.304399627643
2019-03-19,17354.889153533848
2019-03-20,19519.992668719013
2019-03-21,18999.587174408618
2019-03-22,20971.98326982169
2019-03-25,16789.020663226438
2019-03-26,16537.66716183191
2019-03-27,18103.64194539873
2019-03-28,15664.869158816075
2019-03-29,17551.910288584804
2019-04-01,19027.634758856577
2019-04-02,23777.578047974752
2019-04-03,24200.21099896223
2019-04-04,23189.943016828947
2019-04-05,25526.524160201297
2019-04-08,29103.824272074908
2019-04-09,29261.668247806047
2019-04-10,29171.73875653599
2019-04-11,31332.53167188045
2019-04-12,29013.803898845938
2019-04-15,16796.660611256797
2019-04-16,17329.1941624776
2019-04-17,16741.017506969747
2019-04-18,15474.245275947946
2019-04-22,16675.23399705373
2019-04-23,17331.869167703546
2019-04-24,18314.489480015407
2019-04-25,17782.567527105864
2019-04-26,19463.379468249404
2019-04-29,19365.54512502694
2019-04-30,20161.886741944807
2019-05-01,19540.93409278094
2019-05-02,17252.145905240115
2019-05-03,18280.852485128526
2019-05-06,19772.724179080866
2019-05-07,17641.188683089687
2019-05-08,16592.81747694734
2019-05-09,14557.926242006317
2019-05-10,14746.567074305767
2019-05-13,17530.40788590814
2019-05-14,14552.0713254563
2019-05-15,15684.435687838768
2019-05-16,16707.229479468442
2019-05-17,16875.41961124422
2019-05-20,15990.532065630014
2019-05-21,14424.50432746438
2019-05-22,15060.124996128567
2019-05-23,14652.817176298238
2019-05-24,13095.363966877143
2019-05-28,13101.033454010872
2019-05-29,18513.45826632594
2019-05-30,17292.400473194968
2019-05-31,18450.377803193845
2019-06-03,18430.41316813228
2019-06-04,16206.221660244008
2019-06-05,20509.65856423477
2019-06-06,20778.97065991526
2019-06-07,20570.969757303832
2019-06-10,25272.39509332249
2019-06-11,25306.173508424625
2019-06-12,23923.010788906133
2019-06-13,26404.736038605883
2019-06-14,26047.956206865216
2019-06-17,26218.106247139833
2019-06-18,26528.18353171551
2019-06-19,30811.39673065133
2019-06-20,29654.216326349182
2019-06-21,34818.14264694249
2019-06-24,32822.44792382852
2019-06-25,33618.55012005276
2019-06-26,30425.602168780915
2019-06-27,29348.32093731559
2019-06-28,30495.869704770445
2019-07-01,33543.79600660478
2019-07-02,34988.3164345694
2019-07-03,35278.27174594358
2019-07-05,38923.52429099103
2019-07-08,36848.724658792846
2019-07-09,38078.227152511965
2019-07-10,39986.4835843239
2019-07-11,19912.261427006582
2019-07-12,21197.356629178546
2019-07-15,21381.517238481123
2019-07-16,22048.27860539643
2019-07-17,19154.54903329673
2019-07-18,19642.11884182064
2019-07-19,19288.403513810437
2019-07-22,20067.246351020993
2019-07-23,20146.832638685355
2019-07-24,21408.804219960537
2019-07-25,22388.35724117596
2019-07-26,20109.83114208003
2019-07-29,22788.68163963693
2019-07-30,21611.90576507742
2019-07-31,22562.686742374124
2019-08-01,18710.16110983778
2019-08-02,18865.771600183707
2019-08-05,16655.689532524815
2019-08-06,16025.659437199232
2019-08-07,16205.011728843105
2019-08-08,15271.888864564315
2019-08-09,18348.536750715535
2019-08-12,16679.692676681472
2019-08-13,17811.151753256327
2019-08-14,17388.80285585477
2019-08-15,16078.723488411353
2019-08-16,14604.927057577972
2019-08-19,16725.204887930464
2019-08-20,16273.965516494673
2019-08-21,15059.353920536003
2019-08-22,19727.347468614713
2019-08-23,20924.193816039908
2019-08-26,16991.02015012599
2019-08-27,18403.80151896974
2019-08-28,17867.807314834918
2019-08-29,18652.225982721837
2019-08-30,19856.385355130285
2019-09-03,20411.70517796857
2019-09-04,20444.836964563943
2019-09-05,22897.01231238037
2019-09-06,24741.6181734173
2019-09-09,23745.186916638435
2019-09-10,24190.256079055976
2019-09-11,23523.932645540383
2019-09-12,27576.798714340566
2019-09-13,28466.858277430478
2019-09-16,26272.118737265508
2019-09-17,27202.609763028988
2019-09-18,27132.319107009447
2019-09-19,25418.90523649193
2019-09-20,28725.290019822365
2019-09-23,26206.60566545872
2019-09-24,27166.128609438274
2019-09-25,24459.554170336785
2019-09-26,27193.58842522501
2019-09-27,25779.64174407042
2019-09-30,25521.52775101776
2019-10-01,29061.27481829532
2019-10-02,22974.078693380055
2019-10-03,16151.53079110711
2019-10-04,21551.11855978957
2019-10-07,21422.812846159344
2019-10-08,22243.395612399985
2019-10-09,20629.813184049133
2019-10-10,20797.062878138397
2019-10-11,22874.876878104584
2019-10-14,26462.46227880478
2019-10-15,22768.73577190127
2019-10-16,27213.412208085614
2019-10-17,25845.9684860721
2019-10-18,27226.542021012046
2019-10-21,26216.96602585619
2019-10-22,28498.054164050427
2019-10-23,26871.528902371567
2019-10-24,27738.234774617533
2019-10-25,30173.506613203426
2019-10-28,30093.62784364728
2019-10-29,31739.12805466776
2019-10-30,32614.78593641837
2019-10-31,34611.80357170666
2019-11-01,33071.378309043386
2019-11-04,34791.091799998394
2019-11-05,34871.14839190817
2019-11-06,40453.57402009371
2019-11-07,36997.59038271226
2019-11-08,39463.6288840647
2019-11-11,36971.778221204884
2019-11-12,39387.01153966778
2019-11-13,40255.963921571136
2019-11-14,37254.05423730815
2019-11-15,21532.737826881083
2019-11-18,22505.098962059248
2019-11-19,22645.23393747373
2019-11-20,23998.9494797873
2019-11-21,22854.628164287427
2019-11-22,21222.333766972326
2019-11-25,21537.193589573977
2019-11-26,23914.931516899404
2019-11-27,24103.257185933122
2019-11-29,28006.743781806425
2019-12-02,26068.43483742342
2019-12-03,21837.731044638807
2019-12-04,21804.46105448822
2019-12-05,22900.746500785437
2019-12-06,22139.688182055408
2019-12-09,25918.1212399967
2019-12-10,24774.463116116
2019-12-11,24587.871842923847
2019-12-12,26277.55988435388
2019-12-13,29149.382142602426
2019-12-16,29109.6025735506
2019-12-17,33593.392405054576
2019-12-18,31771.42265675573
2019-12-19,30826.806850364716
2019-12-20,33141.38864572525
2019-12-23,36542.00627004929
2019-12-24,36046.258348969975
2019-12-26,39458.07296733997
2019-12-27,39422.28110148985
2019-12-30,40658.423504732375
2019-12-31,21755.589814400195
2020-01-02,22638.050193967283
2020-01-03,24136.74690805813
2020-01-06,21853.98958763133
2020-01-07,22594.48922648221
2020-01-08,22281.769888226307
2020-01-09,25047.259992200896
2020-01-10,24606.537099452493
2020-01-13,26248.700623503522
2020-01-14,27372.279224077753
2020-01-15,28088.80592239843
2020-01-16,26566.496833054025
2020-01-17,31270.858044767097
2020-01-21,31411.40494294489
2020-01-22,29557.499021150554
2020-01-23,30240.38778953214
2020-01-24,31451.93460049526
2020-01-27,27403.995143632048
2020-01-28,22887.69473264278
2020-01-29,25781.222814961377
2020-01-30,24964.034768331112
2020-01-31,26132.346210271364
2020-02-03,21966.998374680603
2020-02-04,24274.64118674575
2020-02-05,29984.779204941635
2020-02-06,38404.20761904118
2020-02-07,35790.18703198491
2020-02-10,35407.604550757584
2020-02-11,40884.97540054308
2020-02-12,42943.99612984318
2020-02-13,21484.971240009752
2020-02-14,21424.58737198417
2020-02-18,21784.839474476546
2020-02-19,23676.132598668948
2020-02-20,21053.382518273185
2020-02-21,22411.0827995233
2020-02-24,20802.79212809073
2020-02-25,16627.994686604918
2020-02-26,16354.040344584017
2020-02-27,16932.167292821632
2020-02-28,16090.198866566892
2020-03-02,16876.882929941825
2020-03-03,16485.60542155833
2020-03-04,17946.24879840941
2020-03-05,18720.642349629194
2020-03-06,18023.626671768336
2020-03-09,16011.000713685738
2020-03-10,16938.526008639634
2020-03-11,17575.695421627417
2020-03-12,16994.591488938186
2020-03-13,16244.584221096406
2020-03-16,15305.093065479503
2020-03-17,17227.871420601427
2020-03-18,16431.86972780114
2020-03-19,15693.994207056365
2020-03-20,15481.18055010616
2020-03-23,15542.132201418854
2020-03-24,15505.024912633204
2020-03-25,15908.419248946191
2020-03-26,16073.085634472285
2020-03-27,19307.972472555488
2020-03-30,18703.863412455827
2020-03-31,20095.91899997536
2020-04-01,19289.518893233053
2020-04-02,18628.55569263236
2020-04-03,20601.89410776286
2020-04-06,18625.401331118395
2020-04-07,20619.298163190135
2020-04-08,20975.57427504128
2020-04-09,24980.601669756627
2020-04-13,26059.64719960105
2020-04-14,25001.9581063995
2020-04-15,29898.904187280437
2020-04-16,24467.991166170366
2020-04-17,26278.287553835846
2020-04-20,31494.444690854896
2020-04-21,27386.744410028605
2020-04-22,26002.982909830786
2020-04-23,30546.54801662443
2020-04-24,28984.19579064088
2020-04-27,33103.01143220543
2020-04-28,38410.54209789685
2020-04-29,33144.871375038754
2020-04-30,40881.088856664974
2020-05-01,35676.946174844205
2020-05-04,33876.59611241073
2020-05-05,41158.21577038607
2020-05-06,41847.337130863256
2020-05-07,39906.7310209725
2020-05-08,43885.848359332354
2020-05-11,28121.59329731614
2020-05-12,27625.27476995406
2020-05-13,24858.4431200309
2020-05-14,23536.02442324171
2020-05-15,24627.563198314387
2020-05-18,29227.66006577462
2020-05-19,28053.092813824096
2020-05-20,28269.681051359265
2020-05-21,31315.50368341721
2020-05-22,28099.074196197296
2020-05-26,29155.633664052246
2020-05-27,29731.489265936892
2020-05-28,35129.57014228237
2020-05-29,33624.1716776627
2020-06-01,33227.8209571135
2020-06-02,35929.75065308814
2020-06-03,37506.83337363422
2020-06-04,42839.005009758104
2020-06-05,39182.24371670547
2020-06-08,45873.62594980433
2020-06-09,49454.01477855513
2020-06-10,45773.35301234978
2020-06-11,46642.20088117803
2020-06-12,32514.36562091181
2020-06-15,37432.99079651814
2020-06-16,41587.72543120769
2020-06-17,44157.446850317625
2020-06-18,46872.70794283066
2020-06-19,49714.74761152108
2020-06-22,47730.05533973583
2020-06-23,29589.797710257433
2020-06-24,27754.9739575489
2020-06-25,27367.92916526802
2020-06-26,26746.378809234684
2020-06-29,23441.22982351018
2020-06-30,27960.188481577898
2020-07-01,26755.08810019301
2020-07-02,30490.240314678
2020-07-06,29319.358391914622
2020-07-07,30173.012673065816
2020-07-08,32767.023228878403
2020-07-09,31191.711333002986
2020-07-10,30722.880943422802
2020-07-13,32489.36433116162
2020-07-14,32943.64381898792
2020-07-15,34928.45153165709
2020-07-16,32886.63566457126
2020-07-17,35451.29048125584
2020-07-20,36994.54344759362
2020-07-21,44023.69985767239
2020-07-22,46423.191060294695
2020-07-23,46918.511951809756
2020-07-24,43933.45102610145
2020-07-27,43799.037150073586
2020-07-28,48103.507192521254
2020-07-29,47711.79069382142
2020-07-30,55088.613568300396
2020-07-31,49477.8268970624
2020-08-03,54440.45113763725
2020-08-04,58728.68883203256
2020-08-05,33831.868401785854
2020-08-06,38267.98777453266
2020-08-07,34915.436264430406
2020-08-10,37304.10295452504
2020-08-11,38326.618090857766
2020-08-12,35725.919016040585
2020-08-13,41569.679502640574
2020-08-14,37807.3908904151
2020-08-17,37638.09084058714
2020-08-18,40023.64446285485
2020-08-19,38141.89124070355
2020-08-20,38250.31222165468
2020-08-21,43120.220096127705
2020-08-24,40566.02048497254
2020-08-25,49882.21962821759
2020-08-26,48738.01482333077
2020-08-27,51735.52766106873
2020-08-28,50618.385050653626
2020-08-31,52437.26769796952
2020-09-01,46955.14940317249
2020-09-02,54273.11344131022
2020-09-03,61450.11946295526
2020-09-04,44348.35708362062
2020-09-08,45227.45793113304
2020-09-09,39688.024380552204
2020-09-10,48519.237558988716
2020-09-11,37334.241428957765
2020-09-14,40565.696385430405
2020-09-15,47431.08887781995
2020-09-16,48562.23227185798
2020-09-17,34267.78277754556
2020-09-18,33928.96865956183
2020-09-21,30247.45681243974
2020-09-22,30294.245223502654
2020-09-23,30073.220878678836
2020-09-24,27255.51341216199
2020-09-25,32350.69585946752
2020-09-28,29049.062315982297
2020-09-29,33508.23451607602
2020-09-30,31480.504938708018
2020-10-01,35965.58243647343
2020-10-02,37007.574305852526
2020-10-05,33630.38916762074
2020-10-06,37114.57230469769
2020-10-07,35108.73884448532
2020-10-08,40086.48522084326
2020-10-09,40609.834056010135
2020-10-12,43561.64245940729
2020-10-13,51092.70737088117
2020-10-14,46635.71541691297
2020-10-15,45162.37262158843
2020-10-16,48598.30520044016
2020-10-19,48062.057346755195
2020-10-20,41518.690180441845
2020-10-21,42411.492323892875
2020-10-22,44665.94421067566
2020-10-23,44883.888451412364
2020-10-26,47815.02299415956
2020-10-27,37966.98623942196
2020-10-28,33156.06387584501
2020-10-29,36250.73761077447
2020-10-30,36075.60276976503
2020-11-02,36184.36785203748
2020-11-03,37041.324097438446
2020-11-04,39040.696917279776
2020-11-05,45990.95848400627
2020-11-06,52122.24873084811
2020-11-09,49267.799555703066
2020-11-10,59372.916102727664
2020-11-11,58331.119215674735
2020-11-12,61737.50832777636
2020-11-13,56916.85905539878
2020-11-16,59037.01969336101
2020-11-17,66504.23010749249
2020-11-18,65176.41021779432
2020-11-19,60530.66886688024
2020-11-20,66944.24264744946
2020-11-23,63656.64940875342
2020-11-24,65639.85609968936
2020-11-25,67750.61780197662
2020-11-27,64253.53582648139
2020-11-30,75232.34047296483
2020-12-01,75174.76658975235
2020-12-02,71856.98304824448
