,VaR_MC_GARCH_COPULA_V2
2009-05-15,25229.187576233515
2009-05-18,24109.16474599817
2009-05-19,23754.69144648994
2009-05-20,24575.253756535396
2009-05-21,23286.980124270005
2009-05-22,22008.09594814358
2009-05-26,21559.233664570398
2009-05-27,21281.40082598532
2009-05-28,21531.26292977454
2009-05-29,20842.986850315854
2009-06-01,21385.402051370398
2009-06-02,24525.136554175744
2009-06-03,24123.366310373498
2009-06-04,26090.007369176965
2009-06-05,30157.77871386874
2009-06-08,28190.321476959394
2009-06-09,26568.3256453381
2009-06-10,27683.79055289147
2009-06-11,25645.740845686283
2009-06-12,25270.575236495286
2009-06-15,26033.31655757408
2009-06-16,27042.995915311523
2009-06-17,24799.182061220523
2009-06-18,24945.4881261857
2009-06-19,25405.67018213245
2009-06-22,24619.960747395253
2009-06-23,25228.230571890013
2009-06-24,23894.48849761831
2009-06-25,23974.28499287512
2009-06-26,24885.130654110908
2009-06-29,24555.40397189284
2009-06-30,23576.204146538712
2009-07-01,23727.321822334256
2009-07-02,24875.225103639877
2009-07-06,22810.332641911275
2009-07-07,22741.277354723712
2009-07-08,21908.80576920753
2009-07-09,23480.922328787503
2009-07-10,24399.75953943279
2009-07-13,24089.851253676465
2009-07-14,24657.96489562235
2009-07-15,26129.231722493245
2009-07-16,30467.03770372059
2009-07-17,28289.544521860924
2009-07-20,28106.94996576174
2009-07-21,27464.485608769442
2009-07-22,28030.787552314734
2009-07-23,27420.126781261934
2009-07-24,29568.83966575547
2009-07-27,27815.8746774009
2009-07-28,27626.368570369592
2009-07-29,26453.021153948346
2009-07-30,27214.194494602594
2009-07-31,26237.52206207209
2009-08-03,24881.490485122387
2009-08-04,28964.31891335962
2009-08-05,27921.27221567366
2009-08-06,26848.19924542072
2009-08-07,26367.245048958972
2009-08-10,24865.91092394541
2009-08-11,24357.863501469146
2009-08-12,24652.68879497747
2009-08-13,25612.386987571466
2009-08-14,24157.617891062386
2009-08-17,25305.935263522835
2009-08-18,23001.32478703076
2009-08-19,22378.8254391344
2009-08-20,23001.612663204625
2009-08-21,22973.243671303495
2009-08-24,26692.017688468397
2009-08-25,25956.41793782726
2009-08-26,26676.092334820958
2009-08-27,24778.642298670984
2009-08-28,23710.85277776141
2009-08-31,23740.44835980821
2009-09-01,23555.992282711515
2009-09-02,22454.49230603333
2009-09-03,21607.685925183992
2009-09-04,21511.731165280948
2009-09-08,22883.890080840247
2009-09-09,21590.833819171945
2009-09-10,22570.906984374524
2009-09-11,22134.068803059225
2009-09-14,21837.704137876855
2009-09-15,22427.416589244458
2009-09-16,22629.816674688693
2009-09-17,22461.036339760372
2009-09-18,23350.511318587032
2009-09-21,22277.475965172816
2009-09-22,21789.656543015237
2009-09-23,21680.597887767268
2009-09-24,22188.261601572485
2009-09-25,23827.77553741127
2009-09-28,22060.342036991507
2009-09-29,22744.08634689497
2009-09-30,18998.658723321605
2009-10-01,18349.042793720913
2009-10-02,21568.500364991833
2009-10-05,21001.872853095276
2009-10-06,20796.780953444108
2009-10-07,23068.102064627852
2009-10-08,22368.77426077248
2009-10-09,24070.740774118494
2009-10-12,24078.517969314227
2009-10-13,23913.076186997972
2009-10-14,23641.23997844952
2009-10-15,24940.807042801043
2009-10-16,24335.39548220464
2009-10-19,23015.4988733007
2009-10-20,24302.233672278766
2009-10-21,23330.52680997934
2009-10-22,23072.215811955273
2009-10-23,23181.513418577124
2009-10-26,22874.92849413801
2009-10-27,19752.357485634195
2009-10-28,19779.221614890506
2009-10-29,20190.540642795357
2009-10-30,25113.78083135398
2009-11-02,24768.160922681498
2009-11-03,25592.666897003885
2009-11-04,25403.100211157995
2009-11-05,25286.032588053175
2009-11-06,26340.452880792604
2009-11-09,26464.374166344962
2009-11-10,29316.98937260451
2009-11-11,23435.08345495864
2009-11-12,23948.061247475915
2009-11-13,24395.17048494276
2009-11-16,25331.01311230488
2009-11-17,24802.69510409018
2009-11-18,25283.528431836457
2009-11-19,24243.430813942687
2009-11-20,23143.27672253082
2009-11-23,22694.692924303836
2009-11-24,23728.14979449602
2009-11-25,22626.079401541432
2009-11-27,23719.76159491451
2009-11-30,24119.678328160728
2009-12-01,24710.4512602997
2009-12-02,25110.40471294187
2009-12-03,24728.712051127342
2009-12-04,24249.36989994095
2009-12-07,23634.940407483147
2009-12-08,23851.413495759152
2009-12-09,24780.697039183277
2009-12-10,24737.043031011708
2009-12-11,25480.382423719748
2009-12-14,23824.171115480363
2009-12-15,24245.0804448429
2009-12-16,23700.99663512438
2009-12-17,24387.326042140212
2009-12-18,28356.31461054685
2009-12-21,29687.290715915005
2009-12-22,30446.435766991766
2009-12-23,29381.356744047465
2009-12-24,25365.65065123385
2009-12-28,27379.064954513524
2009-12-29,25892.585147515394
2009-12-30,25508.25671779066
2009-12-31,24769.82189296613
2010-01-04,23963.56329012432
2010-01-05,26384.698210264884
2010-01-06,25817.30576715911
2010-01-07,26215.65064325205
2010-01-08,26554.96120463739
2010-01-11,26935.07699885311
2010-01-12,27016.886100933403
2010-01-13,27408.892503028157
2010-01-14,28797.198960005502
2010-01-15,29668.972423065894
2010-01-19,29444.19633426157
2010-01-20,28386.33392772997
2010-01-21,29279.754245720145
2010-01-22,28572.80727124546
2010-01-25,27212.87253756692
2010-01-26,27666.49981331582
2010-01-27,26969.805714319562
2010-01-28,25815.70453552145
2010-01-29,26348.97413580836
2010-02-01,24457.341793133164
2010-02-02,26615.550117151415
2010-02-03,26634.364396609028
2010-02-04,24529.051623425345
2010-02-05,29929.674050872265
2010-02-08,29426.94820841594
2010-02-09,30648.31500220347
2010-02-10,32569.646943035797
2010-02-11,30135.75192966372
2010-02-12,31592.798021103732
2010-02-16,30506.396338863244
2010-02-17,34055.355036146
2010-02-18,31584.938578958452
2010-02-19,31807.50478566412
2010-02-22,29120.800892566414
2010-02-23,30333.883203561363
2010-02-24,30508.923090788216
2010-02-25,30306.1636892582
2010-02-26,28673.017230249716
2010-03-01,28131.37094396404
2010-03-02,30020.646280349807
2010-03-03,28796.90606116243
2010-03-04,28358.42062289827
2010-03-05,28052.302360594113
2010-03-08,28663.486486038506
2010-03-09,28233.29740788153
2010-03-10,26560.411357301844
2010-03-11,27607.08596188145
2010-03-12,26129.228147797116
2010-03-15,26340.582493360474
2010-03-16,24103.7524712149
2010-03-17,25285.89163878774
2010-03-18,24128.420171914284
2010-03-19,23433.63979312098
2010-03-22,23041.137224432583
2010-03-23,22572.179622225507
2010-03-24,19638.46056073764
2010-03-25,17184.06377732644
2010-03-26,17948.830048193257
2010-03-29,18277.859080457987
2010-03-30,18183.4578927111
2010-03-31,17680.657004143228
2010-04-01,17120.835383077345
2010-04-05,18730.586009562445
2010-04-06,18676.341567920485
2010-04-07,17600.20288106382
2010-04-08,17938.45909499861
2010-04-09,18166.387154584532
2010-04-12,18292.910034962515
2010-04-13,18251.964112027115
2010-04-14,17579.60873293749
2010-04-15,18653.846179300792
2010-04-16,18208.451070187803
2010-04-19,21750.795467876353
2010-04-20,20988.50847484211
2010-04-21,21654.207110564716
2010-04-22,21434.813997505797
2010-04-23,21665.711235993993
2010-04-26,22731.93457591577
2010-04-27,21918.68527647651
2010-04-28,19692.698265266732
2010-04-29,21416.78997385928
2010-04-30,20879.63705961007
2010-05-03,20095.53469406447
2010-05-04,21164.03509561872
2010-05-05,20255.22225867297
2010-05-06,20700.412417872518
2010-05-07,17054.91732497728
2010-05-10,17001.373294680892
2010-05-11,18808.070591846878
2010-05-12,18560.22350748178
2010-05-13,19342.803168603154
2010-05-14,19045.248814726026
2010-05-17,19395.936934974005
2010-05-18,19210.186692818468
2010-05-19,19004.71458022761
2010-05-20,19870.90479491524
2010-05-21,19239.315715457655
2010-05-24,19907.927590091
2010-05-25,20514.33278561963
2010-05-26,19991.86758010194
2010-05-27,17789.12894892091
2010-05-28,20362.157178363388
2010-06-01,20354.51874325201
2010-06-02,19370.510449376456
2010-06-03,19337.57560368396
2010-06-04,18924.08146722799
2010-06-07,18969.268372152696
2010-06-08,18181.542372168555
2010-06-09,18108.53417016892
2010-06-10,18483.122017161902
2010-06-11,17679.163664725394
2010-06-14,17164.897584984166
2010-06-15,15611.005109829226
2010-06-16,18050.883965479312
2010-06-17,18161.639557657927
2010-06-18,20647.9808045216
2010-06-21,19578.7365518669
2010-06-22,20668.051728264072
2010-06-23,20296.16352101878
2010-06-24,19281.548434721906
2010-06-25,18709.19881091203
2010-06-28,19247.10197139469
2010-06-29,20317.68569144436
2010-06-30,20809.63365201227
2010-07-01,20957.378169627253
2010-07-02,20082.877532109178
2010-07-06,20024.209068505224
2010-07-07,21040.671811309177
2010-07-08,22565.225610862093
2010-07-09,22866.304244879968
2010-07-12,22215.964554285045
2010-07-13,21888.087343321247
2010-07-14,22722.54062670798
2010-07-15,22847.877006688428
2010-07-16,22437.608078969417
2010-07-19,21968.14824544432
2010-07-20,21467.14781427466
2010-07-21,21202.750760576873
2010-07-22,22747.28437215422
2010-07-23,24540.076458686864
2010-07-26,23094.577228351587
2010-07-27,22816.825859161043
2010-07-28,22241.48601778739
2010-07-29,21477.881073846125
2010-07-30,19989.87189891175
2010-08-02,20992.28527839638
2010-08-03,22822.52943082942
2010-08-04,21910.70773225563
2010-08-05,22837.736605871047
2010-08-06,21956.04065331868
2010-08-09,21653.312993155512
2010-08-10,20612.930039492385
2010-08-11,20336.1839413217
2010-08-12,21251.885019281504
2010-08-13,18780.624886445283
2010-08-16,18420.495589190486
2010-08-17,18697.817397130297
2010-08-18,18315.992774464357
2010-08-19,18137.819151288542
2010-08-20,17517.553660829817
2010-08-23,17401.685351221327
2010-08-24,16787.343427645505
2010-08-25,17124.186867803095
2010-08-26,16679.725343460716
2010-08-27,17448.366134382923
2010-08-30,18004.888393706915
2010-08-31,18191.491162482846
2010-09-01,18279.145420475663
2010-09-02,18257.268204637086
2010-09-03,19596.081828456332
2010-09-07,20845.39017485234
2010-09-08,18509.6844196523
2010-09-09,18409.029520083302
2010-09-10,18465.469314952898
2010-09-13,17814.167987101635
2010-09-14,16905.791729746496
2010-09-15,18283.74449611304
2010-09-16,18266.8391612089
2010-09-17,17720.65208931674
2010-09-20,18406.016369797177
2010-09-21,18649.81887059283
2010-09-22,18027.820195515873
2010-09-23,16249.2223788571
2010-09-24,16290.923228286623
2010-09-27,17260.61382866886
2010-09-28,16481.73977807723
2010-09-29,17072.546527158913
2010-09-30,16597.510658107723
2010-10-01,16343.53852633898
2010-10-04,16999.02654550007
2010-10-05,15623.90143442669
2010-10-06,19972.555250594723
2010-10-07,19560.47760855579
2010-10-08,18262.718693089184
2010-10-11,19379.6828512187
2010-10-12,18973.525999086934
2010-10-13,19527.56458992015
2010-10-14,21585.030030645168
2010-10-15,20703.578364312147
2010-10-18,20095.498551859833
2010-10-19,20997.167799546478
2010-10-20,25884.00168215443
2010-10-21,25663.67833468148
2010-10-22,24228.11236735748
2010-10-25,23229.688317276534
2010-10-26,20441.24088420035
2010-10-27,19315.237436950185
2010-10-28,19386.721683514854
2010-10-29,18287.83206838201
2010-11-01,18465.617886930766
2010-11-02,17167.91713882145
2010-11-03,17355.857954027884
2010-11-04,17203.767487329776
2010-11-05,20608.742916621242
2010-11-08,21443.22082909745
2010-11-09,19473.481393755108
2010-11-10,19188.20205103681
2010-11-11,19997.048769526245
2010-11-12,19444.560390532137
2010-11-15,20804.697280038632
2010-11-16,19878.190844666562
2010-11-17,19444.260453839746
2010-11-18,21103.336580754873
2010-11-19,21870.359304191566
2010-11-22,21116.396413390263
2010-11-23,22052.835839196978
2010-11-24,20025.53864015283
2010-11-26,20863.979178973423
2010-11-29,20821.73007456512
2010-11-30,19234.68802007217
2010-12-01,19740.77984841722
2010-12-02,22526.013871550665
2010-12-03,24200.849810342614
2010-12-06,25140.533297217633
2010-12-07,25064.454928910996
2010-12-08,20762.86751379884
2010-12-09,20228.432482824723
2010-12-10,19645.559344534824
2010-12-13,19629.535060510294
2010-12-14,19235.357927430876
2010-12-15,20631.24712194937
2010-12-16,20615.056643984684
2010-12-17,21227.83400479726
2010-12-20,21584.59346211383
2010-12-21,21947.816225879673
2010-12-22,21082.832223973513
2010-12-23,20544.562455681513
2010-12-27,20680.24540662366
2010-12-28,20370.921806742306
2010-12-29,22852.90641203773
2010-12-30,24236.66511542722
2010-12-31,22360.93714587199
2011-01-03,21482.81091961388
2011-01-04,22232.589573405232
2011-01-05,22817.978320185735
2011-01-06,22642.624200026727
2011-01-07,23354.375022104403
2011-01-10,22982.69760830447
2011-01-11,23324.65801638808
2011-01-12,24132.173620494446
2011-01-13,22992.86172033251
2011-01-14,23349.25518847528
2011-01-18,22667.092413455128
2011-01-19,21482.153557877442
2011-01-20,21604.261624130173
2011-01-21,19475.16770518988
2011-01-24,18355.637040137153
2011-01-25,17574.949980354835
2011-01-26,18082.646249463236
2011-01-27,18854.49587133777
2011-01-28,20400.74294161711
2011-01-31,19941.099053052134
2011-02-01,18958.2477652448
2011-02-02,21339.22642993121
2011-02-03,20134.633543151973
2011-02-04,20902.233837170766
2011-02-07,20292.49330333673
2011-02-08,19388.5744735161
2011-02-09,20798.176590810734
2011-02-10,20887.72377035551
2011-02-11,20558.805713880585
2011-02-14,20514.00648076603
2011-02-15,20212.640834971317
2011-02-16,19358.541733632497
2011-02-17,20318.173842262477
2011-02-18,19309.83459811347
2011-02-22,18738.7795389899
2011-02-23,19458.557178161656
2011-02-24,19261.05271867865
2011-02-25,19192.794316843378
2011-02-28,20707.06720333893
2011-03-01,19002.81687199446
2011-03-02,19969.962224856314
2011-03-03,18785.35989327566
2011-03-04,19732.78444907886
2011-03-07,16683.334394195426
2011-03-08,15696.191949833164
2011-03-09,15562.013326310243
2011-03-10,16484.91302730329
2011-03-11,19204.857054465592
2011-03-14,19347.62493953224
2011-03-15,18213.84537010345
2011-03-16,19806.714399436776
2011-03-17,19338.162761363557
2011-03-18,18849.2062998847
2011-03-21,18944.07180602247
2011-03-22,20864.759697573256
2011-03-23,21188.20081275602
2011-03-24,20187.010699210496
2011-03-25,20228.333053627986
2011-03-28,19397.166836767745
2011-03-29,19759.404577319427
2011-03-30,18491.27622961348
2011-03-31,19675.096950947816
2011-04-01,19464.491989426853
2011-04-04,19978.91607828575
2011-04-05,18663.43885593053
2011-04-06,19795.214343093216
2011-04-07,20220.981737843234
2011-04-08,19677.410658945562
2011-04-11,18925.3755339499
2011-04-12,18590.43724413218
2011-04-13,19189.913189514664
2011-04-14,18993.13301431924
2011-04-15,18606.298822635006
2011-04-18,18733.263287446935
2011-04-19,17666.64154986164
2011-04-20,18084.926985647446
2011-04-21,19507.181655289005
2011-04-25,18864.79423459617
2011-04-26,17669.01199146551
2011-04-27,18099.877059783994
2011-04-28,22166.256899948552
2011-04-29,21644.19705617438
2011-05-02,23076.435337711595
2011-05-03,23048.88181243468
2011-05-04,22001.350699265815
2011-05-05,23576.1413895755
2011-05-06,26586.7433765641
2011-05-09,26530.093479725183
2011-05-10,26655.104096597344
2011-05-11,27401.844188098676
2011-05-12,28435.97871847209
2011-05-13,27214.36784471138
2011-05-16,26231.547355653016
2011-05-17,26071.85330377368
2011-05-18,26028.57368485317
2011-05-19,25738.631531076066
2011-05-20,25845.965276083134
2011-05-23,25868.142187541427
2011-05-24,24351.24719634436
2011-05-25,24872.39501984752
2011-05-26,22600.798759065485
2011-05-27,24421.8827266919
2011-05-31,23342.875238745863
2011-06-01,23092.98804483114
2011-06-02,21198.065497280124
2011-06-03,21196.971075725425
2011-06-06,20091.786842656882
2011-06-07,19936.805030760752
2011-06-08,19982.067161714647
2011-06-09,18289.130714141564
2011-06-10,18421.384707426045
2011-06-13,18870.011533883975
2011-06-14,19904.893178547492
2011-06-15,20370.113383498898
2011-06-16,21366.271593064703
2011-06-17,21140.671319954923
2011-06-20,21701.018962605718
2011-06-21,21390.439268254428
2011-06-22,21358.020583988404
2011-06-23,20620.11747006637
2011-06-24,24260.641015855956
2011-06-27,25336.7910429834
2011-06-28,23626.49895031493
2011-06-29,25595.9189050188
2011-06-30,25116.99297324723
2011-07-01,23245.7908538611
2011-07-05,24045.471598595217
2011-07-06,23901.10088141161
2011-07-07,23767.15222785743
2011-07-08,24807.25554409258
2011-07-11,22187.742182617378
2011-07-12,20997.82467849646
2011-07-13,20541.01909499903
2011-07-14,20973.487755776736
2011-07-15,20950.114386309364
2011-07-18,21259.789047088227
2011-07-19,20162.144840193836
2011-07-20,20143.813710563663
2011-07-21,20907.674969930555
2011-07-22,20558.224950070955
2011-07-25,19865.078051040422
2011-07-26,19695.34277176523
2011-07-27,19855.879862817354
2011-07-28,19607.43157303364
2011-07-29,19264.75550824082
2011-08-01,19466.491740165613
2011-08-02,19229.30495911236
2011-08-03,17902.598677584363
2011-08-04,17056.640067201235
2011-08-05,18748.047032288316
2011-08-08,19073.403735011474
2011-08-09,20158.748782070186
2011-08-10,19892.029717884277
2011-08-11,24302.538733598012
2011-08-12,22580.069782289156
2011-08-15,22403.940413924884
2011-08-16,23351.576499075407
2011-08-17,23162.65718973336
2011-08-18,23318.557618620955
2011-08-19,22738.936798463877
2011-08-22,22293.15795436559
2011-08-23,23793.15356072991
2011-08-24,24961.1666382605
2011-08-25,23107.17565236325
2011-08-26,22831.48776768876
2011-08-29,24033.23511037285
2011-08-30,23648.25566444587
2011-08-31,24359.94044307402
2011-09-01,24453.83608003849
2011-09-02,23984.380620609405
2011-09-06,24456.714641440954
2011-09-07,24666.478454241987
2011-09-08,24238.03460068647
2011-09-09,24636.61664193055
2011-09-12,26609.84949848996
2011-09-13,27307.12995667771
2011-09-14,27643.99614023471
2011-09-15,26088.40891775514
2011-09-16,26727.054276660612
2011-09-19,26788.708547708604
2011-09-20,28148.086748536087
2011-09-21,28981.75912355229
2011-09-22,29068.933421692578
2011-09-23,38217.347270167906
2011-09-26,34961.1815315539
2011-09-27,35365.36861177551
2011-09-28,35542.419537258465
2011-09-29,34790.62838905864
2011-09-30,34717.47841209452
2011-10-03,34677.24972517658
2011-10-04,34138.89747855182
2011-10-05,31322.87671629656
2011-10-06,34994.59537889979
2011-10-07,37251.44648156933
2011-10-10,35608.54361784997
2011-10-11,36639.015606979745
2011-10-12,35697.33590227068
2011-10-13,34561.95898596243
2011-10-14,33886.325927044716
2011-10-17,36013.713605149314
2011-10-18,34197.59353310488
2011-10-19,33608.96382941314
2011-10-20,33583.762445451444
2011-10-21,33989.48982545314
2011-10-24,35827.40395730744
2011-10-25,35956.880601727404
2011-10-26,34514.85604955382
2011-10-27,35811.46250698769
2011-10-28,43583.63035712
2011-10-31,40901.854537630665
2011-11-01,42461.51436934234
2011-11-02,40602.58241162214
2011-11-03,42814.68497331353
2011-11-04,46372.55787660492
2011-11-07,44254.71854730554
2011-11-08,43625.93996023181
2011-11-09,45048.27547790275
2011-11-10,43990.00838081642
2011-11-11,42419.54030805262
2011-11-14,45487.51950503955
2011-11-15,44699.939434852684
2011-11-16,43980.12841669492
2011-11-17,42265.420195708524
2011-11-18,39399.32836589152
2011-11-21,36891.16475111858
2011-11-22,37074.55444165818
2011-11-23,35232.5978357512
2011-11-25,36284.85819851697
2011-11-28,34000.56460115714
2011-11-29,36833.67051327806
2011-11-30,33753.81732794573
2011-12-01,41909.68808092207
2011-12-02,39301.920616406394
2011-12-05,38816.46362325341
2011-12-06,38104.412801763414
2011-12-07,39349.35860294212
2011-12-08,36452.981146646845
2011-12-09,37418.503177218794
2011-12-12,36303.765403343954
2011-12-13,37327.65455214109
2011-12-14,39929.85050714849
2011-12-15,42067.23796762894
2011-12-16,41246.0005973659
2011-12-19,41669.20460527352
2011-12-20,38721.68080916021
2011-12-21,43600.516470740695
2011-12-22,41544.61231158222
2011-12-23,43202.12424975019
2011-12-27,42345.771084978005
2011-12-28,41442.605428705305
2011-12-29,40103.52306880875
2011-12-30,41830.89087888155
2012-01-03,41183.77459665682
2012-01-04,39932.004433681155
2012-01-05,38581.06769560067
2012-01-06,37768.43032347606
2012-01-09,36075.97049553784
2012-01-10,35260.93622177481
2012-01-11,36966.626032743035
2012-01-12,35198.30066587398
2012-01-13,33775.81048659396
2012-01-17,32897.19136879743
2012-01-18,33612.663513741325
2012-01-19,31933.461033931206
2012-01-20,31855.48288018342
2012-01-23,33150.558668618345
2012-01-24,32392.862866610627
2012-01-25,29972.339403368987
2012-01-26,31668.152648470914
2012-01-27,29372.70073807186
2012-01-30,30379.861095642045
2012-01-31,29586.073394579013
2012-02-01,29687.230207313893
2012-02-02,29105.663725533454
2012-02-03,29558.38018417898
2012-02-06,26253.228910731443
2012-02-07,28101.72390053454
2012-02-08,28039.287689460733
2012-02-09,25916.222491995348
2012-02-10,26855.742283927462
2012-02-13,26731.28635415844
2012-02-14,26526.55224754496
2012-02-15,27813.06183873787
2012-02-16,23060.185699331934
2012-02-17,22620.30670178794
2012-02-21,22297.658537087762
2012-02-22,24767.88905331531
2012-02-23,24165.34865657604
2012-02-24,23666.57024020695
2012-02-27,23042.24503796638
2012-02-28,22271.058858888937
2012-02-29,24195.13525901403
2012-03-01,32057.684070035368
2012-03-02,32351.504792803076
2012-03-05,31741.797751662365
2012-03-06,30665.447769621544
2012-03-07,30522.630211247495
2012-03-08,29756.07135105302
2012-03-09,30173.30625432564
2012-03-12,29806.509635626113
2012-03-13,31089.034206418055
2012-03-14,30418.101139737002
2012-03-15,29432.91573928151
2012-03-16,29251.142746703365
2012-03-19,27340.407666313928
2012-03-20,28791.111335912665
2012-03-21,27106.01074291571
2012-03-22,25926.79181531593
2012-03-23,26287.456407275447
2012-03-26,27275.386130695217
2012-03-27,29536.72921613979
2012-03-28,29580.669646312235
2012-03-29,28644.415075145353
2012-03-30,23757.465697215262
2012-04-02,24837.291689278296
2012-04-03,24825.069966927458
2012-04-04,25024.591971294718
2012-04-05,25410.474035520947
2012-04-09,25917.69236907629
2012-04-10,25173.5668720213
2012-04-11,23508.286730449032
2012-04-12,23320.62876264143
2012-04-13,24833.848275386554
2012-04-16,24886.420303726947
2012-04-17,24112.141984772923
2012-04-18,23858.884186443116
2012-04-19,24572.537249700952
2012-04-20,23295.398675861077
2012-04-23,22787.769129607987
2012-04-24,22649.44207665226
2012-04-25,20534.00367898514
2012-04-26,22025.21821701303
2012-04-27,22413.157256063914
2012-04-30,22124.724733551375
2012-05-01,22509.306663475763
2012-05-02,20856.331559225287
2012-05-03,19999.659618957754
2012-05-04,21377.038816174852
2012-05-07,20195.774725939966
2012-05-08,20691.224526423845
2012-05-09,21303.736094578708
2012-05-10,21251.01831593671
2012-05-11,21889.26160760264
2012-05-14,23757.803940505768
2012-05-15,24845.91385011024
2012-05-16,25891.01658551024
2012-05-17,24451.270629711675
2012-05-18,24091.26685521667
2012-05-21,24176.874580054227
2012-05-22,23627.823125860137
2012-05-23,23566.773123786617
2012-05-24,23192.13187512544
2012-05-25,23075.05321260311
2012-05-29,22356.299562272954
2012-05-30,21525.718308272004
2012-05-31,21895.42490261269
2012-06-01,20857.024340989596
2012-06-04,22057.32493800458
2012-06-05,22674.649728099957
2012-06-06,21958.69301222766
2012-06-07,21008.45518127759
2012-06-08,21371.903310937225
2012-06-11,20163.61970574784
2012-06-12,20520.134983859916
2012-06-13,19875.550329346992
2012-06-14,18858.76756099538
2012-06-15,19102.087549859112
2012-06-18,18749.04329555307
2012-06-19,18504.495846540893
2012-06-20,18319.967027716753
2012-06-21,18900.641122024223
2012-06-22,21369.555622187778
2012-06-25,20924.808047340564
2012-06-26,21415.55389694934
2012-06-27,20698.543855664437
2012-06-28,21785.98653765282
2012-06-29,22580.678834896873
2012-07-02,30049.654154738153
2012-07-03,28952.608114695424
2012-07-05,31910.4195438214
2012-07-06,29672.471986069482
2012-07-09,29979.191155847508
2012-07-10,31459.507834339518
2012-07-11,29581.283510408626
2012-07-12,28909.95540610617
2012-07-13,28448.005769984604
2012-07-16,29968.67089735177
2012-07-17,28503.316104983067
2012-07-18,27602.393332738782
2012-07-19,27746.434795794914
2012-07-20,26835.238433268085
2012-07-23,26024.946269127264
2012-07-24,25773.506892496403
2012-07-25,25451.15519463613
2012-07-26,24825.1050985721
2012-07-27,26267.80746280358
2012-07-30,32386.997158359613
2012-07-31,31700.959328711815
2012-08-01,31046.494982635817
2012-08-02,29850.32909307896
2012-08-03,31920.55054395376
2012-08-06,33977.3950371551
2012-08-07,32422.978568308852
2012-08-08,27511.93069976663
2012-08-09,25918.507305314084
2012-08-10,25285.481380606867
2012-08-13,25081.839656561264
2012-08-14,24367.438556109493
2012-08-15,23646.383555806508
2012-08-16,23547.543196135157
2012-08-17,24717.164049106894
2012-08-20,23025.71530930359
2012-08-21,23265.046076360235
2012-08-22,22968.66512314692
2012-08-23,21556.41997725743
2012-08-24,20954.323403397833
2012-08-27,20320.64330025562
2012-08-28,20795.975103748337
2012-08-29,19978.710427638987
2012-08-30,20035.232502534334
2012-08-31,20622.393876865128
2012-09-04,21656.94580283819
2012-09-05,20235.78201578089
2012-09-06,21145.188786306087
2012-09-07,24700.813851137227
2012-09-10,26632.67194052457
2012-09-11,25576.72873595317
2012-09-12,24164.46145408036
2012-09-13,25089.29785202765
2012-09-14,29649.51833184306
2012-09-17,30281.150605483486
2012-09-18,29892.41728306109
