,pnl_irs,pnl_straddle
2008-02-01,-4794.138126324528,-904.8971175207612
2008-02-04,5752.410874491528,225.73706823774842
2008-02-05,-6711.793751735204,1179.1325251841586
2008-02-06,0.0,422.0801951000581
2008-02-07,12457.550593983287,-1164.1826290524618
2008-02-08,-9579.957374956255,235.42644812989977
2008-02-11,-1918.2103417833569,-807.8662021085918
2008-02-12,3835.680490496372,-1288.0201414084809
2008-02-13,3832.721431294507,-1234.0015173186885
2008-02-14,14346.40961367295,216.82411099402543
2008-02-15,-8602.868216680217,-492.98363984166116
2008-02-19,12421.580770183384,-435.10862626836655
2008-02-20,3815.7731038323254,-877.3901120356697
2008-02-21,-15280.742710114486,346.6840135778071
2008-02-22,1912.66932009616,-1174.8414165054796
2008-02-25,11460.554057147863,-1484.568653223036
2008-02-26,-2862.6562032907823,-951.2724096762781
2008-02-27,-2864.310121174247,-833.597398521917
2008-02-28,-13388.691207617681,-26.043537234670566
2008-02-29,-17267.23825695781,1425.0953187264201
2008-03-03,960.8660526415479,-300.4716939353358
2008-03-04,8639.449598280502,-475.64579223012515
2008-03-05,6709.204199980493,-861.8273885939232
2008-03-06,-7668.401921790879,2039.454032826356
2008-03-07,-5759.076472260407,449.9070963425922
2008-03-10,-9613.304724138477,1599.5560749481044
2008-03-11,13453.430232861952,-3876.196353593741
2008-03-12,-10567.488101549403,623.1141121228347
2008-03-13,6727.362592825928,-353.4095655596943
2008-03-14,-11538.19613409938,2248.9581621771604
2008-03-17,-9635.63311759993,947.9411288936888
2008-03-18,13484.671874355918,-5335.000122234497
2008-03-19,-9628.181684050134,2699.1267672256
2008-03-20,-3856.4901903057835,-2633.6748112808264
2008-03-24,21173.82925169931,-1375.2413808663632
2008-03-25,-4804.330532119442,-352.2743622994824
2008-03-26,0.0,170.51475967221563
2008-03-27,4804.330532119442,-223.0408384561784
2008-03-28,-8651.138069811801,345.23290702284015
2008-03-31,-1924.5193244395268,-635.3569829111123
2008-04-01,11535.966853321828,-2434.1064708008917
2008-04-02,2879.8160496529745,-199.23715436078737
2008-04-03,959.5680862932568,-431.1763706907499
2008-04-04,-10565.447257389831,-684.624806248948
2008-04-07,6726.0631214436,-504.52242317682305
2008-04-08,960.1240353480389,-630.6840628134864
2008-04-09,-8647.796087244467,-713.288558541251
2008-04-10,5766.867656312752,-1019.9414481146505
2008-04-11,-5766.867656312752,-150.5586318340164
2008-04-14,3845.321135974671,-68.77958306164089
2008-04-15,6722.166965574732,-710.5783966500354
2008-04-16,11502.605023623153,-122.76488379988848
2008-04-17,2871.493687824899,-144.5210346298893
